,0
323,다 좋은데 알림이  개가 왔다고 뜨더라구요  분명 들어갔을땐  개도 안온거같던데  하루만 확인안해도  개는 기본으로 쌓이고 실제로 앱에 들어가면 알림이나 채팅은 총합해서  개에서  개 사이입니다   계속 확인하기도 뭐하고  제폰이 이상한거일수도 있지만 폰바꾸기 전부터 그랬거든요 한번 확인해주세요
324,좋아요  근데 사기 위험 이 있다는게 사기에 대한 보안을 좀더 강화해주시면 좋을것 같아요
325,우연한 기회에 당근을 접하게 되었으나 너무 낮설어서 몇차례 지나쳐 버리다가 리스크를 감수하고 한번 들어 가 봤습니다 그런데 이게 그냥 여타 프랫폼이 아니구나 하는 것을 느끼게 되었습니다 너무도 재미 있고 잘 하면 용돈도 벌고 또 평상시 범 국민 운동으로 펼치고 싶었던 나의 웅지를 펼칠 수 있겠구나 하는 것을 요 또 내가 평상시 만들고 싶었던 프래폼이 이런 것 이구나 하는 것을 요 주의 사항도 읽히면서 런칭도 해 보고 동네창에 댓글도 올려 보고 한참 재미를 느끼던 참에 실망과 좌절을 느끼고 몇 번이고 탈퇴를 결심 했었습니다만  그러 전체 리뷰
326,당근마켓을 통한 첫 거래 및 구매 후 후기를 남겨 봅니다  우선 보기 편하고 사용 및 활용하기 편안한 플랫폼을 갖추고 있어 누구나 손 쉽게 이용할 수 있는 어플이라 생각이 듭니다  판매자와 구매자 사이에서 오해의 소지 없이 원하는 물품을 구할 수 있고  또한 필요성이 떨어진 물품을 필요로하는분께 양도할 수 있는 아이디어와 스마트제품의 산실이 당근마켓이라고 생각이 듭니다  앞으로도 많은 분들의 이용으로 좋은 입지쌓으시고 대한민국  등 어플로 더더욱 성장 해 나아가시길 바랍니다  좋은 어플 사용할 수 있게 해 주셔서 고맙습니다 전체 리뷰
327,당근마켓에서 여러 물품을 구매해서 잘 사용하고 있습니다 하지만 판매를 하면서 구매를 약속한 사용자가 거래장소에 나타나지 않는 일이 발생하였습니다 이런 경우는 사용자의 문제라 어쩔 수 없는 문제라는 것을 알지만 문제는 그런 사용자가 탈퇴를 하여 약속을 지키지 않는 적이 있는다는 사실을 숨길 수가 있다는 점입니다 당근마켓에 좋은 분들이 많으신 것은 알지만 몇몇 사용자의 이기적인 행위를 막기 위해서 다음과 같은 개선을 요구합니다 거래 약속이 있는 경우 그 거래가 완료되기 전까지 거래를 실제로 마무리 한 뒤 앱으로  거래완료 라는 버튼 기 전체 리뷰
328,저번엔 인증번호  로그인하기 전에 인증하는게 있는데 몇일 전에해도 연락이 안와서 오늘 다시 깔아서 했는데도 인증번호가 안뜹니다  급한데 빨리좀 해주세요 밤이든 낮이든 다 안됩니다
329,지역이 너무 제한적이라서 불편해요  좀 더 지역을 넓게 보고싶고 너무 멀어 구매 하거나 찜 할수 없는 게시글이 계속 뜨는 것도 불편하네요    택배 거래도 많은데 이 점들만 어떻게 고쳐주신다면 너무 좋을것 같네요   항상 잘 쓰고 있습니다  감사합니다  
330,잘사용하고 있는데 알바확인하는 게시판을 따로 만들어주셨으면해요  매번 찾기가 번거롭네요 
331,좋아요 조금씩 렉이 걸리네요 그건만 고쳐주시면 좋을것같네요 
332,아무것도 한것도 없고 불법적으로 물건 사고 팔지도 않았는데 왜 정지인지 잘 모르겠어요 깔아놓고 사용도 안했는데 정지먹어서 당근 이용하지도 못해요   년 월 일까지 정지라네요  개선 부탁드려요 
333,판매자에 대한 배려가 전혀 없음 네고 안 받아줬다고 비매너 먹으면 그대로 정지 당해야 함
334,너무 좋은 어플 잘쓰고있어요 알뜰하게 살수있게 도와주는거같아요  제 생각인데 타지역 전국  물건들두 볼수있었으면 좋겠어요 때에 따라선 타지에 갈 일두 있구 필요한 물건이 사는동네 말고 타 도시에 있다면 감안하고 사러 갈수도 있잖아요 ㅎㅎ 전국 검색이나 지역별 검색 이런것두 고려해 보시구 추가해주시면 정말 좋을거같아요 감사합니다
335,지인이 허락없이 저의 폰으로 다른번호를 인증하다가 비정상적인 시도라는 이유로 막혔습니다  제 번호로 로그인하고자하며 다시는 이런일이 없도록 하고자 합니다  풀어주시면 감사하겠습니다 
336,아주 재미있습니다 사람들도 친절하구요 요즘 달까지 진상 안만나고 잘 거래 했습니다  근데 어떤분이 제게 필요없는 물건을 구하신다 하셔서 원하시는 가격에 팔겠다고 하고  분 가량 기다렸다가 이모티콘 보내려는데 차단이 되어있네요  차단 시스템이 좋은점도 있지만  그로 인해서 거래하는 사람이 기분이 나쁠 수 있습니다  더 기분나빴던 것은 저를 차단한 분땜에 기분이 매우 나쁜데 알림이 울려서 봤더니 활동알림이 와 있더라구요 근데 보니까 계정 기타사유로 신고되어서 정지되었다는거예요 저는 뭐 잘못한것도 없는데 왜 그 신고를 받아드리시는건 전체 리뷰
337,안녕하세요 저는 당근유저입니다 다 좋은데요 왜 딴 지역에서 물건을 구경하고 채팅을 보낼라고 하면 동네인증을 하라고 뜨나요 이 기능이 너무불편합니다   딴 동네것도인증을 안하고 채팅을 보내게 할수있으면 정말 별 개도 안아까운어플인데요 동네인증기능을 삭제해주시고 딴 지역에서도 채팅을 할수있게 제발 바꿔주세요 부탁드립니다 
338,중고물품을 가까운 곳에서 판매하게 되어서 너무 좋아요 
339,최근검색어 그전건 좋아는데 지금은너무 불편해요 수정좀해주세요
340,첫 사용이라 다른부분들은 머 서비스차원 사용불편용도 서람과의 만남의 불편 등등  어떻게 될지는 잘모르겠습니다만 그래도 그냥 이렇게 스마트폰으로 거래하기 좋은 앱이 있어서 좋은 것 같습니다  굿입니당 
341,당근마켓 앱을 잘 사용하고 있는 유저입니다  한 가지 의견이 있어 이렇게 남깁니다  관심품목으로 지정할 때 카테고리 별로 저장할 수 있는 기능이 있으면 좋을 것 같아요  가끔 뒤죽박죽 섞여있는 관심목록을 보면 정리하고 싶어서요  편리한 앱 만들어주셔서 감사합니다 
342,좋은 의도로 시작하셨으나 일부 판매자들 때문에 속쓰린 경우가 있네요  제품에 문제 없다고 하고는 문제 속출  그리곤 나몰라라하는 판매자  톡에 잠수 타면 연락할 방법도 없고  답답함은 구매자 몫이네요 
343,안드로이드   운영체제 갤럭시 폴더 에서 검색 안되는 증상있습니다  빠른 개선 부탁드려요  문의하기도 안됩니다  그냥 검색의경우 로딩바만돌아가고 문의하기의 경우 하얀바탕에서 뜨질 않습니다 
344,도대체 의류를 많은 수량으로 보유하고 있을 경우 왜 전문판매업자가 되는건가요  저한텐 필요없지만 다른사람에겐 필요할 수도 있는 물건을 파는게 당근의 취지 아닌가요  허위로 신고하는 사람들을 제재하세요  악의적으로 전문판매업자라고 신고해버리는 사람이 있을텐데 그런 부분에 대한 제재는 전혀 없네요  아무 잘못없는 사용자를 전문판매업자로 만들어서 게시글 미노출 시켜버리면 활발하게 당근마켓을 이용하는 사람들은 떠날 수밖에 없어요  전문판매업자로 신고하면 직접 당근마켓 측에서 전문판매업자인지 확인 후 처리를 하세요  이미 네이버에 검색을 해 전체 리뷰
345,여러가지로 편리한 점이 많습니다  그러나 과외 클래스 항목에서 특정 과외 업자들이 같은 광고글을 하루에도 수차례 도배하여 소비자가 항목에 맞는 원하는 정보를 찾기 어려울 뿐더러 다른 개인 과외 광고를 하는 사람들의 글이 밑으로 묻히는 일이 있는데 이에 대한 조치가 필요하다고 생각됩니다  비단 과외 클래스 항목만의 문제가 아니라고 생각합니다  특정기간동안 광고글을 쓸 수 있는 횟수를 제한하던지  아니면 애초에 글 쓸 수 있는 횟수를  회 또는  회만 가능하게 하고 중고거래처럼 끌올 기능을 사용하게 하는 것도 괜찮은 방법인 것 같습니다 전체 리뷰
346,비매너짓을 해도  번까지는 아무런 문제가 없는 시스템 이게 정상적인 시스템인가 싶음 사기꾼이 날뛰어도 두번까지는 아무런 문제가 없다는 점에서 인생중에 두번까지는 사기치고 비매너짓은 해봐야지  하는 느낌이 강하게 듭니다  이것이 당근의 이상인가요 
347,ㅋㅋㅋㅋㅋ 처음 깔아서 글 쓰려는데 갑자기   일간 계정 정지  ㅋㅋㅋ 걍 쓰지 말라는 건가뇨  
348,당근마켓 정말 잘 사용하고 있습니다  다만 개선해야 할 부분이 있는데 이걸 어디다 남겨야 할지 몰라 여기에 남깁니다  대화창 블루투스 키보드로 채팅할때 불편합니다  백스페이스 키로 대화 삭제하기라든지 등 여러가지 불편한 사항들이 있습니다 개선 부탁드립니다 
349,안녕하세요 이번에 당근마켓 정지 먹었는데 대체 왜  먹었는지 이해가 안되네요  욕을 한 채팅이 없었는데 갑자기 욕으로 정지 처리되니깐 황당합니다  지금 약속도  개잡혔는데 하  누가 신고하고 어떤 내용으로 신고했는지 알 수 없을까요  그리고 제 정지도 풀기에 합당하다는게 증명되면 제발 풀어주세요 진짜 너무 억울하네요 
350,일방적인 신고로 정지 당해서 기분이 정말 바쁩니다 알람이 안 떠서 메신저 확인못한바람에 사기로 신고당하고 바로 정지시켜 놓고 고객센터 연락해봐도 답이 계속 안오고 처리 기다리다가 화가 나서 바로 앱 삭제했습니다  잘 쓰고 있는데 이번일로 정말 실망스럽네요 
351,터닝메카드 팔고 또뭐팔고 너무이웃을 만나서 힘들었어요 저휴대폰에 랙이 잘 걸려요  진짜 열이 났어요  한지만 그이휴로 랙이 잘 안걸려어요
352,제가 정말 애정하는 어플입니다  우선 당근 마켓이라는 이름과 캐릭터  마케팅이 너무 귀엽고 사기나 이상한 사람들을 잘 걸러줘서 일도 잘하시는듯 해요  그런데  채팅이 와서 답장하면 안읽거나 읽씹하는 사람이 다반수라 의견 내봅니다  대화방을 나가기와 다르게 방 안에 대화 완료 버튼이 있으면 좋을것 같아요  새규칙으로요  버튼을 누르지 않으면 몇분마다 알림이 울린다던지 말이죠   일 이상 읽지 않으면 경고를 주는걸로요 참고해주시면 좋을거 가타용 마지막으로  동네 생활  지도  동네 알바 모두 애용하고 있는데 이번에 생긴 무료 나눔 이벤 전체 리뷰
353,솔직히 다른건 다 좋습니다 시스템이나 이런것들에 대해서는  그런데 비매너 평가는 너무 주관적이다 못해 그냥 싫으면 다 체크하는 용도군요  새벽 늦게 연락해요  답장을 보내도 답이 없어요면 몰라도 불친절해요는 그냥 주관적 입장 아닌가요  제가 아무리 친절하게 하고 해도 불친절해요가 넘쳐납니다 제 지인도 그렇구요  대부분 물건 정보 물어보고 본인 마음에 들지 않아 거래하지 않겠다하면 제일 만만한 불친절해요를 누르죠  물론 실제로 그래서 도움이 될 수도 있습니다  그런데 대부분은 그냥 물건 거래안하거나 싫은 사람한테 비매너 평가를 누 전체 리뷰
354,생각보다 체계가 있어서 좋습니다  직거래가 좋은것 같아요
355,비매너 사용자예요 누르면 그 항목이 안나오네요  불편했던 점을 선택해달라고만 나오고요  신고하기에 다른건 다 나와요  오늘 아침에 연락하고 다짜고짜 돈 깎더니 거래하기로하더니 탈퇴하고 약속장소가서 기다렸는데 오지도 않아서 열받는데 신고도 안되네요 
356,서로 나누면서 도움이 많이됩니다  당근마켓 널리 번창하길바람니다
357,저 정말 이용 잘 하고 있었는데 갑자기 부적합한 이용자라고 하고  계정 기타 사유로  년 정지시키고 진짜 짜증나네요  거래 정지 사유에 드는내용 다 확인했는데 그중에서 하나라도 어긴게 없었고 비매너 평가도 없었습니다  이에 대해서 문의 하니 해결해줄수 없다고 답변 왔고요 이유라도 알아야 하는거 아닌가요  이유도 없이 그냥 신고들어오면 무조건 정지시키고 진짜 가관이네요  언제나 영원한 중고거래앱  등은 없습니다  그  등 이런식으로 제대로 관리 안하시면 분명 내려오실겁니다 
358,다른것은 다 좋은데 왜 자꾸 내 동네 인증이 뜨는지 모르겠어요  분명 처음에 했는데   이것만 고쳐주세요 
359,전에 메일 온대로 비매너란을 확인했는데  없었습니다  재거래율 였고 온도는 도까지 갔었는데 왜 온도는  도일까요  아니 그리고 며칠이 지난지금은 들어가지지도 않습니다  제발 이점 고쳐주세요  다른폰은 잘만되는데 제폰만 그러네요  폰 바꾸기 전에도 이렇진 않았는데 
360,다 좋은데 왜 먼 구  대구 북구  대구 달서구 등등 에 올라온 게시물에는 채팅응 하려면 주소를 변경하고 동네인증을 해야 하는건가요  거주지가 만약 대구 달서구라도 몇 시간동안은 정기약속  학원 등등으로 다른 곳에 있을 수도 있는데 딱 필요한 물건이 글로 올라왔는데 채팅 자체가 불가능하면 너무 손해 아닌가요 
361,요새 너무 이상한 구매자도 많고 쓸데없이 딴지거는 사람도 많아지고 있네요 손도 부딪혀야 소리가 나는데 혼자서 매너 있게 하면 뭐합니까  온도 기준도 명확 하지도 않아 억울하게 온도도 깍이고 해당 허위사실 지울게 아니라 뭔가 체계적인게 생겼음 좋겠네요 
362,너무 실용적인 앱이네요  이상한사람 많을까봐 겁먹고 안했는데 실제거래해보니 좋았습니다 물론 매사에 조심할 필요는 있겠지만 좋은분들도 많다는걸 새삼 느낍니다 
363,어플을 사용하면서 물건을 사고팔고 할 수 있는게 너무 좋은데 제 상품에 관심 하트 버튼을 눌러주신 구매자 혹은 판매자분의 아이디를 모르는게 좀 아쉽네요 그냥 즐겨찾기만 해두고 눈팅 느낌의 찔러보기만 하시는 분들이 계신데 그런 불편함을 방지하고자 상품에 관심 버튼을 눌러주신 분의 아이디를 알면 직접 연락드릴 수 있어서 편하지 않을까 싶네요 추가되었으면 하는 기능입니다 그것 빼곤 너무 만족해요
364,사고 싶은 물건 저렴히 괜찮은 물건들이 많아 좋아요
365,편리하고 좋아요 당근마켓에서 구매 할때마다 우리주변에 좋은분들이 많이 계시구나함을 느끼면서 저에게는 불필요한것일지라도 상태가 좋은것은 저가판매와 무료 나눔을 해야겠다는 생각이 듭니다 당근마켓 번창하시와요
366,다 좋은데 사용자 연령대 보여주는 기능 있으면 좋겠어요 학생분들은 더 싸게주고싶기도하고  가끔 늙으신분들 만나면 정말 반말 시전에 거래하기 싫을때가 많은데 직접만나니 안할수도없고 스트레스 받아서 사용하기 싫어요  매너온도 믿지 마십쇼  상대가  도 였는데  만원을  만원으로 깎고 만나자마자 창문열고 주차자리 봐달라고 반말로 소리치질않나 
367,다크모드 지원 안하나요  몇 년전부터 다크모드 트렌드인데 어렵지도 않은거 너무 안해주시네 
368,안쓰는물건좀 판매하려다 여러문제가 발생하네요  앱 운영이 영 부실하다보니  고객센터 연락할 전화번호도 없고  개인정보 줄줄 새는거 같고  트집 잡는사람들 빈번  스팸  이상한 접근하려는 사람들 약속 어기는건 다반사 이란식이면 이런앱은 사용안하는게 좋습니다 
369,중고거래하기 편하고 좋아요 좋은데 어떤것을 키워드로 알림설정을 해두면    아이폰   알림이 오는데 딴 사람이 같은 게시물을 지속적으로 삭제 후 재등록을 해서 알림을 여러번 울리게 해요  이게 빨리 팔려고 그러는듯한데 키워드 알림 설정해둔 사람한테는 엄청 피해가 되요 제가 이 신고항목을 지속적으로 요청봣지만 좀처럼 생길기미가 보이지도 않네요 뭐 키워드를 삭제하면된다고 하는분도 계신데 그러면 다른상품이 필요할때 검색하지않는이상 알수가없잖아요  제가 원하는 것을 위해 많은 희생은 필요없다고 봅니다  이것을 좀 제제를 해주시던 해 전체 리뷰
370,지역 거리 한정은 좋지 않다고 생각합니다 갖고싶은게 있어도 못 사고 특히나 저는 시골에 살아서 지역 범위를 넓혀도 달라지는건 없었습니다 특히나 도시에 인구가 몰려있어 시골은 아무리 지역을 넓힌다 해도 가까운 도시가 없으면 거래 자체가 불가능 할 것입니다 지역 범위를 전국으로 넓혀 주세요 안전하고 빠른거래도 좋지만 안전하고 빠른 거래 못 해보고 앱을 지우는 사람들도 많다는걸 생각해줬으면합니다 저는 비록 거래 한번 못 해보고 앱을 지우지만 언젠간 다시와서 확인해보겠습니다 제발 지역범위를 전국으로 넓혀주세요
371, 당근마켓에 감사드립니다    쓰레기가 다른 사람에게 유용한 상품이 되니 참 좋은 시스템이라 생각되어 국가적으로나 환경적으로 기여가 되니 감사합니다   내 스타일이 아닌데 좋은 거라 버리긴 아까운데 누가 가치를 알아주고 소화시켜 주니 너무 감사합니다   중고나라와는 달리 직거래하니 사기 당하지 않아 감사합니다   필요한 물품을 싸게 살 수 있어 너무 감사합니다  당근마켓에 건의합니다 프라이팬 사기 당한 적 있음  집에서 요리하지 않는다며 상품에 대해 잘 모르는 것 같이 연기하며 비싼 것 같다면서 싼가격에 내놓아서  전체 리뷰
372,첫거래가 좋았습니당  다만 어플에서 검색 후 보고싶지 않은 상품을 제외시키는  도 있었으면 좋겠어요  또같은 상품을 오인해서 여러번 보기되네요 
373,당근을 이용하면서 편리 한점도 많았지만 불편했던 기억도 있어 글 남겨봅니다  지금은 안그러지만 이번년도  월달쯤에 거래완료된 게시물로 통해 채팅을 들어와서 만나자고 하며 개인정보를 알아내려하던 사람을 보았습니다  요즘에는 거래완료되면 채팅을 못들어오지만 전에는 그런 불편함이 있었던 기억이 있네요  그리고 거래를 하는지 안하는지 불분명하게 채팅하는 사람들이 많습니다  다 물어봐서 상세히 다 대답해드리고 알려드리면 나중에 되서 거래 안된다는 채팅을 많이 겪었습니다   비매너 사용자 분들이 많아요 이부분을 고려해주셨으면 좋겠습니다 
374,당근 자주 자주 이용하고있습니다 실 상활에 너무 도움이됩니다 너무 고맙고 너무 감사 합니다 좋은물건들 올려주신분들고맙고 너무감사합니다 간혹 장난을 좋아하시는 분들이있지만은 그런분들만 아니면 당근은 대한민국에서 최고의 당근이돌것입니다 물건을 파시는분들도 물건을 사시는분들도 진지하시고 신중하셨으면 당근을 이용하시는 모든분들이 항복하실겁니다 당근 당근 또 당근 언제나 최고입니다   등을 하는것보다는 모두가 좋아하고 찻아가는 아름다운 당근이되길 모든분들이 힘을모아 모두모두 화이팅 합니다 코로나 모두가 이겨내서 멋지고 활기찬 다한민국을 다시 전체 리뷰
375,사전 양해 없이 약속을 이행하지 못한 당사자에게는 확인 즉시 일정 기간동안 당근 거래를 차단 한다든지 아니면 예약금 환불이 안된다는 등의 조치가 있었으면 좋겠습니다
376,넘 싸게 샀습니다 필요없는물건이 저에겐 넘 필요한 물건이었고 지금도잘쓰이고있습니다
377,아주 좋네요  좋은점 택배비  수수료 절감 직접 보며 거래 만족
378,다른 중고앱에 비해서 로그인 판매 글 구매하려는 물건 찾는게 훨씬 편리하고 처음 중고앱을 쓰시는분들에게 팁같은것도 알려주니 젤 좋은 앱이 아닐까 생각합니다 
379,키워드 알림 팝업으로 안 떠요  설정도 전부 다 해놨는데  저만 그런 가요
380,당근마켓이 왜 이렀게까지 해야하나요 그리고중고품들이 사고팔고 마음이들었다가 흔들어다가 그래요 단 이것은 사용기한이 제한이되어서 못하게 하는데 뭐가 있나요 새로 새롭게 이름도 바꾸어 가면서 정말이지 궁금하거든요 그럼 먼저 이롭게 하든가 아님 당근마켓을 고쳐주든가 해요
381,내가있는 지역에서만 거래가능하면서 구매가능한거 판매가능한거 모두 다 원하는거 좋은걸로 볼 수 있으며 직거래로인한 사기의폭이 좁아져서 왠지모르게 더 안전하고 좋은거래가 가능한거같아 마음에들어요  당근마켓같은걸로 거래하면 마음도놓이고 좋고 구매하고나서의 서로에대한 평가같은것과 리뷰도 괜찮은 시스템인거같아요  조금 안타까운 부분에서는 구매의향이 확실한사람들만 댓글을달아 볼 수 있게끔 해주었으면 좋겠어요 판매중인물품을 빨리판매하는게 판매자의 목적인데 구매한다고해놓고 연락안돼는부분은 많이화나요  이것만 조금 개선되면 완벽한 중고거래어플이지 전체 리뷰
382,원하는 물건을 둘러보러 들어갔을때 왜 가격이 세로로 표시되는걸까요  가격이 세로로 표시되는 바람에 화면을 거의 다 차지해서 상품 설명을 제대로 못보고 있어요  문제를 해결하려면 어찌해야할까요  앱을 비우고 다시 깔아봤지만 해결이 안되요 
383,요즘 당근재미에 푹 빠졋는데요 첨엔 이미 반달 이상 되 가는데 시작한지가 저희집을 거의 점령하다 시피한 그동안 사 모은 짐 정리를 위해서요 요즘 올리다보니 헐값에 한번 당근 하고 울리면 곧바로 체팅이 또 들어와요 정말 시기하게도 연락이 통 없다가도 그래서 갑자기 두사람 세사람 채팅을 밀당을 하다보면 누군가 살 사람이 정해지는데 제 사진 겔러리를 보면 한 열몇게 많케는 적개는 서너개의내 헨폰 까아논 화면이 보사되서 주르르 똑같은 화면과 그림이 깔려이는거예요 일일이 삭재하고 지우는데 허구헌날 이런일이 동시에 들어오는게 특징이고 구매한다 전체 리뷰
384,정말 어이없네요  당근마켓 전화번호 인증완료하고 돌아보는 중이였는데 갑자기  년 월 일까지 정지  말이 됩니까  욕은커녕 둘러보고있는데 정말 어이가 없네요  타 앱보다 편리해서 애용하려했는데 그냥 번개장처 쓸랍니다  
385,너무 좋아요  사고싶은것들 다 나와있고 매너평가도 할 수 있어서 살 물건을보고 파는 사람이 매너가 좋은지 나쁜지를 보고 살지말지 결정할 수 있어요 근데 하나 궁금한게 매물을 검색하면 주는 배지가 있는데 제가 그걸 얻을려고 검색을했는데 배지가 안들어 와요 어떡하죠 
386,동네 중고를 구입할수 있어서 가까운 직거래라 정말 좋아요 
387,저번 까지만해도 잘만 들어가지다가 서비스를 이용할 수 없다 네트워크 상태를 확인하라는 문구가 뜨네요 현재 몇번 삭제하고 다시 다운 받았는데도 이 문구가 뜨는 상황이며  어제 당근마켓 앱에 접속 하지 못해서 의문이 드네요 서비스 점검 때문에 이렇게 뜨는건가요  분명 저의 휴대폰에는 문제가 하나도 없습니다  서비스 점검 때문이 아니라면 확인 부탁드립니다 
388,당근마켓 강추합니다  건전한 거래와 꼭 필요한 마켓입니다 
389,동네나 근거리 필요한 물건 저렴히 구매해서 좋은데  이용나이가 천차만별이라 문제는 좀 있는거 갔네요  리뷰 작성하고도 계속 리뷰 작성 뜨는거는 수정했으면 하네요 
390,궁금한게 있는데요  혹시 초딩 학년도 당근마켓이 가능한가요  제가 직거래를  학년이 할수있는지 몰라서요 
391,완전히 썩은앱 입니다  년동안 거래하면서 한번도 약속을 어긴적도 없고 거래당사자 모두 거래만족 한다고 다시거래하고싶다고들 하는데 정작 당근마켓에서 매너점수를 계속 내립니다 반면에 약속도 잘 지키지않고 매너도 더럽게 안좋은데도 매너점수는  점이상 이더라고요 매너점수가 아무의미가 없다는것을 다시한번 느끼면서 한자적어봅니다
392,중고거래라는걸 망각하는 사람들이 너무 많다 심지어 고물상에서 물건팔고있다  
393,다 좋은데 지역 범위가 너무 좁아요 지역 인증을 한 사람 안 한 사람 뜨게 바꿔서 구매자가 인증 여부를 보고 골라 거래할 수 있게 시스템을 바꿔주세요 그럼 다 좋은 거 아닌가요 채팅도 못 걸어보고 좋은 상품을 포기하는게 화나요 밤늦게 거기 지역까지 가서 동네 인증하는 건 솔직히 무리잖아요 그 사이에 물건이 팔릴 수도 있고 아무쪼록 잘 생각해 주시길 바랍니다
394,잘이용은 하고있는데요 구매자 평가위주라 평가 막하고 비매너분들도 많고 그런대 판매자만 구매자평에 좌지우지되어 이용 제한당하고있어요 구매자 매너 평가로만 판매자만 속수무책으로 당하게됩니다 키워드알림오고 다른지역의 물건 살때마다 지역변경해서 쳇하는걸로 바뀐건 사고싶은 물거 지역변경하다 다놓쳐요 예전처럼 제가  지역 선정한곳은 그냥 지역변경없이 쳇해서 구매하는방식으로 해주세요 운영진 전화번호도 모르고   고객센터도 없어요 당근시장이 커졌는데 운영진이 미흡합니다
395,육아맘입니다  너무 잘 사용하고 좋은 제품 많이 구입하고 있습니다  쓰다 보니 다름 아니라 제안하나 드리고자 합니다  아이를 키우다 보니 특정 판매자한테 두 번 구입하는 경우도 생깁니다  아무래도 아기들 연령대에 따라 구입하는 제품들이 비슷하기 때문이겠죠  그래서 특정 판매자 물건 올린게 없나 자주 구경 하러 갑니다  그 과정에서 제가 구입한 물건 클릭 클릭하고 타고 들어 가야 하니 불편합니다  찜 한 판매자 기능 같은걸 만들어서 그 판매자 구경가기를 언제든 할 수 있게 했으면 좋겠습니다  배달앱에 찜한 가게 같은 기능인데 대상이  전체 리뷰
396,검색했던 키워드가 저장되던게 없어져서 불편해졌네요 다시 저장되도록 해주세요
397,중복게시글 오인신고만 몇천만번째  억울하게 신고당해도 피해자가 고객센터 일일이 글쓰러가서 말해야함 족히  번은 말했겠는데 당근운영진들 시스템개선 절대안함 당근같은앱있음 바로 갈아탈거임 빡치는 당근시스템 요즘세상에 일대일채팅이나 고객센터도없고 속터지게 답변기다려야하는 구제불능 시스템 운영진 하는것도 없을텐데 개선 왜안함 
398,당근 정말 많이 이용하고있는데요 다 좋습니다  한데 거래약속해놓구 다른사람한테 팔거나하는 등등의 비매너사용자들 신고하면 왜 제 온도가 내려갈까요  비매너인 사람은 온도가 그대로 유지되는데 
399,아주 유용한 어플이네요 만족하며 사용 하고 있습니다 
