제목,링크,내용
우리 동네 <b>커피</b>가게 아프리카 당나귀,http://book.naver.com/bookdb/book_detail.php?bid=6246066,아프리카당나귀에놀러오세요북카페아프리카당나귀의사장백우영집사의우리동네커피가게아프리카당나귀경기도안양의빽빽한아파트숲사이에자리하여마치맑은오아시스처럼지친사람들에게쉼을안겨주는북카페아프리카당나귀로우리를초대한다저자가소통과만남과나눔의
신의 <b>커피</b>,http://book.naver.com/bookdb/book_detail.php?bid=6330365,한잔의완벽한커피를추구하는세계적인괴짜들의이야기신의커피커피를사랑하고깊이있게탐구한이들의이야기로열정적으로커피에몰입했던세계적인괴짜들을소개하고있다니카라과그라나다르완다부룬디에티오피아등의커피에대해살펴보고바리스타전문용어를알려준다더불어
식은 <b>커피</b>,http://book.naver.com/bookdb/book_detail.php?bid=14076030,근사한카페에서마시는커피가아니라노모가냄비에다시데워주는식은커피연인이아니라노모와함께마시는이런커피도있습니다이식은커피의맛이우리에게더진하게다가오고한밤중에식은커피를나누는모자와우리는깊은대화를하게되고갑자기아주친한사이가되고맙니다
내 몸에 <b>커피</b> 내 안의 행복 (의사가 풀어가는 <b>커피</b> 이야기),http://book.naver.com/bookdb/book_detail.php?bid=6717003,내몸에커피내안의행복은현재까지발표된의학적역학적그리고영양학적문헌들의귀중한자료들을바탕으로하여커피의화학물질과대사당뇨병과심장혈관계에대한효과파킨슨병과알츠하이머병을포함한신경계질환에대한효과암발생임신과수유그리고태아와어린이의성장과발달
<b>커피</b>가 사랑에게 말했다 (브라운아이즈 윤건의 <b>커피</b> 에세이),http://book.naver.com/bookdb/book_detail.php?bid=6092627,브라운아이즈윤건이전하는커피에세이이책은윤건과그의친구들이모여만든재미있는추억의한자락이자치열했던지난사랑에대한회상이다매일같이커피와함께이야기를나누고사진을찍으며자신들의기억과시간을공유하던세친구들우연히시작된책이야기장난처럼시작된작업을한
난 돈벌면서 <b>커피</b>찌꺼기 버린다 (프렌들리 비즈니스의 첫걸음),http://book.naver.com/bookdb/book_detail.php?bid=13330303,난돈벌면서커피찌꺼기버린다는크게개의장으로나누어져구성되어있으며땅부족우리나라버려지는원두찌꺼기들원두찌꺼기는산업적기회창의적인사례버리지말고피부에양보등커피찌꺼기를활용한환경경제에대한내용을담고있다
<b>커피</b>비경 (신의 <b>커피</b>를 맛볼 수 있는 전국 22개 로스팅 하우스),http://book.naver.com/bookdb/book_detail.php?bid=7437872,커피비경은천만명의인구가북적대는서울을벗어나팔도곳곳에숨어있는커피명소를발굴한책이다저자양선희는온라인매거진커피타임즈를운영하며년여의기간동안여곳이넘는커피하우스를발로뛰며직접취재해대한민국을대표할커피하우스곳을엄선했다생두를직접
<b>커피</b>에관한 모든것,제3권.AllAbout Coffee,VOLUME3 by William H.Ukers,http://book.naver.com/bookdb/book_detail.php?bid=15986880,커피에관한모든것제권커피제권은그린커피와로스티드커피에대해서쓰고커피의판매및소비에대해서도쓴책마지막으로커피연대기와커피참고문헌및섹인에대해서도쓴책
<b>커피</b>에 담긴 리듬을 깨우다 (하루 한 잔 감미로운 <b>커피</b> 선율),http://book.naver.com/bookdb/book_detail.php?bid=6310191,음악으로즐기는커피의향연하루한잔의감미로운커피선율커피에담긴리듬을깨우다이책은커피와음악이야기를향기롭게버무린에세이집이다다양한향취와맛을가진여러종류의커피와어울릴만한음악들을선별해관련된이야기들을담았다커피하면가장먼저떠오르는재즈에서부터
<b>커피</b>에관한 모든것,제1권.All About Coffee VOL 1, by William H. Ukers,http://book.naver.com/bookdb/book_detail.php?bid=15986881,커피에관한모든것제권커피의역사와영국미국등의각나라의커피하우스에대해쓴책제권
일본식 <b>커피</b>수업,http://book.naver.com/bookdb/book_detail.php?bid=6426597,일본의커피선생님카노토모요에게배우는맛있는커피수업일본식커피수업대시절부터커피의매력에빠져지금까지커피를마시고즐기는법에대해공부하고가르치고있는저자가콩을볶고갈고커피를내리는일련의과정에서꼭필요한지식을핵심만콕콕짚어따라하기쉽게정리했다
<b>커피</b>에관한 모든것,제4권.All About Coffee, VOLUME4 by William H. Ukers,http://book.naver.com/bookdb/book_detail.php?bid=15986884,커피제권은미국에서커피광고의역사미국에서커피거래커피로유명한사람들커피의매너와문화커피문학과예술커피잔등의커피를담는도구들미국에서그린커피와로스티드커피의발달또한커피연대기커피문헌색인등에대해제권에수록
<b>커피</b>에관한 모든것,제2권.All About Coffee,VOLUME2 by William H. Ukers,http://book.naver.com/bookdb/book_detail.php?bid=15986899,커피에관한모든것제권커피의중요부분인커피의식물학화학성분약리작용재배전세계에판매등그리고연대기출처문헌색인등기록한가장중요한부분인제권책
<b>커피</b> Coffee 2019.3,http://book.naver.com/bookdb/book_detail.php?bid=14598945,월간커피는커피전문잡지로커피에대한정보를소개하는것에그치지않고전반적인커피시장에대해다루고있으며성공적인운영노하우등을공유한다
이상한 나라의 앨리스 선물세트(초판양장본+드라제초콜릿+드립백<b>커피</b>) (초판양장본 + 드라제초콜릿 + 드립백<b>커피</b>),http://book.naver.com/bookdb/book_detail.php?bid=16111837,향긋한커피의만남컬처테라피의특별한콜라보전세계아이들에게사랑받는환상동화이상한나라의앨리스와함께합니다향긋한커피한잔과함께달콤한초콜릿으로일상의달콤한여유를구성상품카페자우드립백커피브라질모지아나아라라아줄원두개입특유의달콤함아몬드
<b>커피</b> 스페이스 Coffee Space 2019.7/8,http://book.naver.com/bookdb/book_detail.php?bid=15078947,커피전문잡지커피스페이스커피에대한정보를소개하는것에그치지않고전반적인커피시장에대해다루고있으며성공적인운영노하우등을공유한다
<b>커피</b>앤티 Coffee & Tea 2017.5,http://book.naver.com/bookdb/book_detail.php?bid=12011865,커피와차문화를다루는잡지이다커피의종류및로스팅등다양한자료와함께차의종류와시음방법등에대해다루고있다
세계의 명품<b>커피</b> (COFFEE),http://book.naver.com/bookdb/book_detail.php?bid=4722987,다양한종류의커피를훌륭하게블렌딩할수있는명확한지침서로모든정보뿐아니라최고의명품커피를만드는기구도소개한책커피처럼한잔속에인생의모든것을논할수있는음료는찾아보기어렵다국내커피의역사는년최초로고종황제가마셨던때부터시작되어현재까지한결같은사랑을
<b>커피</b>바리스타 (<b>커피</b>바리스타 자격시험대비),http://book.naver.com/bookdb/book_detail.php?bid=6635275,독자대상커피바리스타자격시험을준비하는수험생구성핵심요약적중예상문제특징커피바리스타준비생들의이론학습과강의진행에도움이되는내용수록
<b>커피</b>에관한 모든것, 제5권.All About Coffee,VOLUME5. by William H. Ukers,http://book.naver.com/bookdb/book_detail.php?bid=15986882,커피에관한모든것제권커피책의처음과끝부분만수록한책제권커피의동의어및커피잔의커피의진화커피의연대기및커피의문헌과색인등을제권에수록
쉽고 재미있는 <b>커피</b> 이야기,http://book.naver.com/bookdb/book_detail.php?bid=14012422,블랜딩커피맛까지꼭알아야할기본적인지식들을수록하였기에누구나편안하게읽어나가면좋을듯하다직업인으로서로스팅전문가로서라떼아트전문가로서커핑전문가로서커피관련투철한사명의식과자부심을가지고있을것이며이책을접하면서커피지식에조금씩매료되어갈것을확신한다
<b>커피</b>앤티 Coffee & Tea 2017.11,http://book.naver.com/bookdb/book_detail.php?bid=12697285,커피와차문화를다루는잡지이다커피의종류및로스팅등다양한자료와함께차의종류와시음방법등에대해다루고있다
미국 교육과 아메리칸 <b>커피</b>,http://book.naver.com/bookdb/book_detail.php?bid=59838,미국교육현장에대한지식은하나도없이미국의교육이론을미국의학교현장에서도그대로쓰는줄로알고미국이론의수입모방에만급급한우리의교육현실을아메리칸커피를마시는꼴이라고비유한다지은이가한국에잠시들렀을때의일이다커피숍에서아메리칸커피를시켰더니블랙으로
[CD] 2019 전국 <b>커피</b>전문점 주소록 - CD-ROM 1장 (개인카페·<b>커피</b>프랜차이즈·다방·<b>커피</b>원두·<b>커피</b>용품업체),http://book.naver.com/bookdb/book_detail.php?bid=14469600,에는커피전문점갤러리카페과일주스전문점도넛만화카페멀티방바리스타학원베이글카페보드카페북카페빙수전문점스터디카페초콜릿전문점커피번케이크전문점키즈카페테마카페테이크아웃커피한방카페홍차전문점머그컵원두일회용품카페경영카페용품커피가공
<b>커피</b>가 죄가 되지 않는 101가지 이유,http://book.naver.com/bookdb/book_detail.php?bid=11254558,커피의의학적효과를입증하는도발적주장커피가죄가되지않는가지이유는커피학연구소를세우고커피의의학적효과를밝히는노력과커피의생물지표를확정하는일에주력해온두명의저자로잔느산토스와다르시리마가함께쓴책이다책은간결한방식으로화학적요소부터건강상의
한권에 다 있다 <b>커피</b>의 모든것 (한 권에 다 있다),http://book.naver.com/bookdb/book_detail.php?bid=16299548,커피에관한내용을담은전문서적입니다
<b>커피</b>앤티 Coffee & Tea 2017.10,http://book.naver.com/bookdb/book_detail.php?bid=12595814,커피와차문화를다루는잡지이다커피의종류및로스팅등다양한자료와함께차의종류와시음방법등에대해다루고있다
아이리시 <b>커피</b> (장진 시집),http://book.naver.com/bookdb/book_detail.php?bid=15302088,자서계절이지나가는자리에는어김없이많은편린들을볼수있다마찬가지로삶의궤적을돌아보면역시많은흔적들이적나라하게그려져있다지난날들을돌아보면고향풍경골목길에서뛰놀던친구외가에지냈던유년시간들이따금씩꿈속에서도나타난다그건그리움의영상이리라
<b>커피</b>지침서,http://book.naver.com/bookdb/book_detail.php?bid=7172820,커피지침서는커피에대한기초와커피를즐기는데꼭필요한내용을담았다커피의역사세계커피의원산지커피추출방법과원리기구로스팅과정에스프레소추출방법과원리메뉴커핑과정등을꼼꼼하게기록하였다
<b>커피</b> 여유와 맥주 위로 맨발이 일기,http://book.naver.com/bookdb/book_detail.php?bid=15510643,년까지년동안그린그림일기다커피여유와맥주위로평범하지만기록하지않았으면기억못할일상의이야기다
러브 인 <b>커피</b> (Love in Coffee) 1,http://book.naver.com/bookdb/book_detail.php?bid=15766858,아아서영이달뜬신음을흘렸다용기를내어서영이민우의가슴을만졌다너무뜨거웠다사람의체온이이렇게높을수도있는건가뜨거워요당신때문이야며칠째이상태야여기서멈추라고하면나죽어짝사랑하던사장님과의해외출장친구의도움으로
<b>커피</b>와 샌드위치,http://book.naver.com/bookdb/book_detail.php?bid=6048044,바쁘면서매출이오르지않는다한가하지만매출은오른다회사의매출을극대화할수있는가지전략회사의이익을좀더효율적으로늘리고싶다업무량은크게늘이지않으면서도이익은더욱키우고싶다이런생각을하면서해결책을찾아보지만어떻게해야하는지방법을찾는일이결코쉽지않다
<b>커피</b>말고 이거 한번 마셔봐요,http://book.naver.com/bookdb/book_detail.php?bid=15917327,커피대신마실수있는차의종류가어마어마하게많다는걸아시나요카페인때문에마음놓고커피를마시기어려운사람들을위해만든커피말고이거한번마셔봐요책에서는보리차에서부터카모마일차까지커피를대체할다른여러가지차에대해상세하게설명하고추천하고있습니다
도쿄<b>커피</b> (Tokyo Coffee),http://book.naver.com/bookdb/book_detail.php?bid=14487303,시리즈의첫번째이야기도쿄커피글쓴이라니는몇년간도쿄를오고가면서만든자신만의커피맛집리스트를만들었다이책을통해자신만의장소를도쿄여행을사랑하고커피를애정하는이들과함께공유하고자한다그림작가이주향또한라니의리스트를따라도쿄를여행하면서바라본
최강의 <b>커피</b> (원두 선택부터 <b>커피</b> 아트까지),http://book.naver.com/bookdb/book_detail.php?bid=10168063,맛있는원두의선택에서커피가시작된다커피를마시기까지는원두의선택로스팅분쇄추출의단계를거쳐야한다그중가장기본이되는작업으로원두를고르는것에서부터출발하는데이책에서는커피를시작하는초보자의입자에서다양한생두가생산되는원산지부터한눈에알아볼수있도록
스타일이 살아있는 핸드드립 <b>커피</b>,http://book.naver.com/bookdb/book_detail.php?bid=6036497,한가지커피원두로천가지커피의맛을만들어내는핸드드립커피추출의명인들에게서내손으로직접커피를만드는방법을배우다이책에서는핸드드립커피추출에있어서특별한기술과노하우를가지는일명추출명인들을인터뷰하였다그리고그들이갖고있는다양한추출방법들을소개하며
러브 인 <b>커피</b> (Love in Coffee) 2 (완결),http://book.naver.com/bookdb/book_detail.php?bid=15766859,아아서영이달뜬신음을흘렸다용기를내어서영이민우의가슴을만졌다너무뜨거웠다사람의체온이이렇게높을수도있는건가뜨거워요당신때문이야며칠째이상태야여기서멈추라고하면나죽어짝사랑하던사장님과의해외출장친구의도움으로
기쎈 스타벅스 <b>커피</b>코리아 인적성 및 직무능력검사 실전모의고사 (2017,매장관리직 대졸 공채대비),http://book.naver.com/bookdb/book_detail.php?bid=12152483,독자대상스타벅스코리아매장관리직온라인필기시험준비생구성이론인적성면접특징필수적으로숙지해야할이론을정리실전감각향상을위해기출유형을반영한실전모의고사회수록인성검사및면접으로최종합격대비
<b>커피</b> 농장의 하루 (<b>커피</b>, 플로리스트를 만나다),http://book.naver.com/bookdb/book_detail.php?bid=6758875,커피플로리스트를만나다커피농장의하루이책은커피콩이만들어지기까지의모든과정을담고있다커피나무가꽃을피우고열매를맺는커피농장의이야기를생생한포토에세이로만날수있다특히저자가필리핀에서년간커피농장을운영하며남긴사진들과현지에피소드들이독자의눈과
<b>커피</b>로스팅,http://book.naver.com/bookdb/book_detail.php?bid=4356010,커피로스팅에관하여설명한책이책은생두와로스팅과정물리적변화와화학적반응커피음료에관한내용을담았다
<b>커피</b> Coffee 2018.1 (Vol.193호),http://book.naver.com/bookdb/book_detail.php?bid=13069431,월간커피는커피전문잡지로커피에대한정보를소개하는것에그치지않고전반적인커피시장에대해다루고있으며성공적인운영노하우등을공유한다
30년만에 부르는 <b>커피</b>한잔,http://book.naver.com/bookdb/book_detail.php?bid=134600,저자배인순은인기듀엣펄시스터즈의멤버로세상에알려진후동아그룹최원석회장과의결혼으로또한번세상을놀라게했다그리고여년의결혼생활을마감하며다시세인의관심을끌었다이책은그녀가년만에털어놓는그간의모든이야기들이다특히충격적인것은최회장의
<b>커피</b> Coffee 2017.5,http://book.naver.com/bookdb/book_detail.php?bid=12006248,월간커피는커피전문잡지로커피에대한정보를소개하는것에그치지않고전반적인커피시장에대해다루고있으며성공적인운영노하우등을공유한다
<b>커피</b> 마스터 (실무위주 <b>커피</b> 최고의 전문가,<b>커피</b>마스터 자격 시험대비),http://book.naver.com/bookdb/book_detail.php?bid=7327815,독자대상커피마스터자격시험준비생구성핵심요약예상문제특징커피마스터자격검정에초점을맞춰구성
<b>커피</b>잔을 들고 재채기 (환상 문학 단편선),http://book.naver.com/bookdb/book_detail.php?bid=6074923,독특한상상력으로가득한한국식환상문학한국적정서에기반한다채로운환상소설들을소개하는단편선커피잔을들고재채기년문화체육관광부우수도서에선정된한국환상문학단편선에이어이번에는인의환상문학작가들이뭉쳤다드래곤라자의이영도절망의구
<b>커피</b>앤티 Coffee & Tea 2018.8,http://book.naver.com/bookdb/book_detail.php?bid=13803933,커피와차문화를다루는잡지이다커피의종류및로스팅등다양한자료와함께차의종류와시음방법등에대해다루고있다
<b>커피</b>는 사랑으로 다가서는 핑계,http://book.naver.com/bookdb/book_detail.php?bid=11006463,윤보영시집커피는사랑으로다가서는핑계시인윤보영의시작품을수록한책이다커피는사랑으로다가서는핑계커피그대가오는소리마음의홍수옹달샘창문그대를위해커피향기노을사랑의깊이등윤보영시인의주옥같은시편을담고있다
<b>커피</b> 스페이스 Coffee Space 2020.9/10,http://book.naver.com/bookdb/book_detail.php?bid=16591751,
<b>커피</b>의 과학과 기능,http://book.naver.com/bookdb/book_detail.php?bid=6779187,커피는중요한기호품중한가지로서오늘날전세계적으로친숙한대중적인음료이다이책은커피와건강에관한심도있는연구논문을모아편찬했다커피의역사커피의화학성분생리작용생활습관병과의관계등을과학적으로설명한다커피에대한바른지식을함양할수있도록돕는다
<b>커피</b>앤티 Coffee & Tea 2018.1,http://book.naver.com/bookdb/book_detail.php?bid=13079278,커피와차문화를다루는잡지이다커피의종류및로스팅등다양한자료와함께차의종류와시음방법등에대해다루고있다
<b>커피</b> 두고 갈게 (윤조병 시집),http://book.naver.com/bookdb/book_detail.php?bid=12593974,사실주의경향의작품활동을주로해온극작가윤조병의시집커피두고갈게는제자이혜성씨가시에곡을붙이고노래도부른악보편도같이묶은책이다
미래/<b>커피</b> 그녀의 사랑,http://book.naver.com/bookdb/book_detail.php?bid=10495616,처음보는이여자애가미래에서찾아온딸이라고치토세아야소설미래커피그녀의사랑저저를야한눈으로보셨죠아빠어느날고등학생미나토료타로가집으로돌아와보니거실에난생처음보는여자애가있었다유키네라는이름의소녀가슴없음는미래에서찾아온료타로의딸이라고
표고는 <b>커피</b>를 좋아해!,http://book.naver.com/bookdb/book_detail.php?bid=6629375,년과학창의재단우수과학도서선정작제리과학동화시리즈는는세기친환경과학발전에필요한무한창의력을길러줄수있는통섭학습시스템으로처음개발된어린이책입니다과학은어려운것이아닙니다어린이가매일주변에서보고듣고만지는가운데다
세계 <b>커피</b> 기행 2 (고대문명과 예술을 찾아 떠난),http://book.naver.com/bookdb/book_detail.php?bid=7308464,세계대문명과예술자연과인간그리고커피와카페를블렌딩한아주특별한기행을담은책이다저자는다른삶의풍경속을거닐고싶다는젊은날의꿈을이루기위해여년간봉직했던직장을명예퇴직한후세계기행을떠난다등에배낭을메고한손에는이젤상자를들고지난년동안개국을
세계 <b>커피</b> 기행 1 (고대문명과 예술을 찾아 떠난),http://book.naver.com/bookdb/book_detail.php?bid=7308463,
아이 러브 <b>커피</b> (<b>커피</b>스트 이장우의 사람 향기 가득한 <b>커피</b> 이야기),http://book.naver.com/bookdb/book_detail.php?bid=12226687,커피는거대한산업이자문화이다당연히커피산업이굴러가고부가가치를창출하는시스템이있으며커피를소비해온역사와그것을둘러싸고생성된다양한문화가있다아이러브커피는이런커피산업의시스템과문화의외적측면을보여주지만단순히여기에머물지않는다저자는그속에서
<b>커피</b> Coffee 2017.7,http://book.naver.com/bookdb/book_detail.php?bid=12195235,월간커피는커피전문잡지로커피에대한정보를소개하는것에그치지않고전반적인커피시장에대해다루고있으며성공적인운영노하우등을공유한다
<b>커피</b> 먹는 염소 (진주현 장편소설),http://book.naver.com/bookdb/book_detail.php?bid=10975110,진주현의첫장편소설커피먹는염소이소설은고요하고한적한소도시의골목에자리한동명의카페에서만난사람들이서로에게먼지처럼달라붙어있는상처를발견하고어느새서로의생에깊이스며들고지독한우연과불행으로나락으로데려가기직전에서야서로를버팀목삼아치유에이르는
그린<b>커피</b> (<b>커피</b> 향미의 원천),http://book.naver.com/bookdb/book_detail.php?bid=9293512,로스팅하지않은커피의본모습은청록색에가까운초록색으로그린커피라고한다그린커피는그린커피의품종재배방법수확가공방식포장후저장하고유통하는방법에이르기까지의여정을쉽게풀어설명하고있다특히각장별로학습목표를제시하고목표수행에요구되는내용이
<b>커피</b> Coffee 2017.11,http://book.naver.com/bookdb/book_detail.php?bid=12692242,월간커피는커피전문잡지로커피에대한정보를소개하는것에그치지않고전반적인커피시장에대해다루고있으며성공적인운영노하우등을공유한다
<b>커피</b>바리스타 이론과 문제,http://book.naver.com/bookdb/book_detail.php?bid=13342016,독자대상커피바리스타시험준비생구성이론문제
<b>커피</b>앤티 Coffee & Tea 2017.2,http://book.naver.com/bookdb/book_detail.php?bid=11600768,커피와차문화를다루는잡지이다커피의종류및로스팅등다양한자료와함께차의종류와시음방법등에대해다루고있다
세상에서 가장 맛있는 <b>커피</b> 15잔,http://book.naver.com/bookdb/book_detail.php?bid=6050489,명의커피고수들이들려주는커피와인생이야기진정한커피장인인의인생과성공노하우를담은책맛있는커피좋은커피를발견하기위해이태리일본유럽남미아프리카등커피문화가발달한나라와산지곳곳을찾아다니며커피를통해인생과사업을끌어낸사람들의이야기가생생하게
나의 콜롬비아 <b>커피</b> 농장 여행기,http://book.naver.com/bookdb/book_detail.php?bid=11052450,콜롬비아커피농장으로의여행그리고그좌충우돌커피농장여행기나의콜롬비아커피농장여행기이책은단순히우리가마시는커피가커피나무로부터어떻게수확이되어서수출이되는지에대한과정을여행기동안보여주는것뿐만아니라콜롬비아자연의아름다움과커피농부들의삶또한함께
뜨거운 <b>커피</b> 뜨거운 대기,http://book.naver.com/bookdb/book_detail.php?bid=7192857,대기변화는머나먼모호한이야기다우리나라환경정책연구의대표적싱크탱크한국환경정책평가연구원부원장한화진의뜨거운커피뜨거운최고의기호식품이된커피를출발점으로삼아먹거리를소재로세기지구촌을뒤흔드는기후변화라는화두를풀어나간다지구안보와직결되는
위드 <b>커피</b> (용혜원 <b>커피</b>시집, With Coffee),http://book.naver.com/bookdb/book_detail.php?bid=7157064,삶의아름다운장면하나함께있으면좋은사람의저자용혜원의시집위드커피커피와함께했던추억커피와함께하는일상적인모습을솔직하고담백하게그려냈다또한그리움과사랑이라는공통적인정서를자극하여공감할수있도록안내하며커피에담긴향과맛
<b>커피</b>는 원래 쓰다 (호모<b>커피</b>엔스의 탄생),http://book.naver.com/bookdb/book_detail.php?bid=6789254,커피로깨어나세상을돌아보게된호모커피엔스커피를마시고깨어난어느호모커피엔스의탄생기커피는원래쓰다운명처럼커피를만나년여의세월을보내면서함께하는세상에눈뜨게된한남자의이야기를그리고있다우리나라최초의공정무역커피개발에참여했던저자는커피의
여행, <b>커피</b>에 빠지다 (<b>커피</b>향 가득한 길 위의 낭만),http://book.naver.com/bookdb/book_detail.php?bid=8318104,커피와함께즐기는낭만여행에세이여행커피에빠지다이책은커피와의만남을매개체로하여도시여행을떠난저자의이야기이다책에서등장하는여행지에서는들러볼만한명소와유명한먹을거리등을세세하게짚어주며도시에대한일화와역사를들려준다각도시별로붙어있는커피하우스
<b>커피</b> Coffee 2017.12 (Vol.192호),http://book.naver.com/bookdb/book_detail.php?bid=12835825,월간커피는커피전문잡지로커피에대한정보를소개하는것에그치지않고전반적인커피시장에대해다루고있으며성공적인운영노하우등을공유한다
<b>커피</b> 블루스(전2권),http://book.naver.com/bookdb/book_detail.php?bid=15406166,이소소한는미술입시학원을하면서동시에라는커피집을하는이준의눈에우연히띄게되고그걸기점으로이준은단과로소통하기시작하는데처음에는낯선나중에는반가운존재로그리고차츰쌓아간호감은두사람을밖으로유도해간다정말궁금해요이준씨이런
<b>커피</b> 블루스 1,http://book.naver.com/bookdb/book_detail.php?bid=15406168,이소소한는미술입시학원을하면서동시에라는커피집을하는이준의눈에우연히띄게되고그걸기점으로이준은단과로소통하기시작하는데처음에는낯선나중에는반가운존재로그리고차츰쌓아간호감은두사람을밖으로유도해간다정말궁금해요이준씨이런
<b>커피</b> 블루스 2/완결,http://book.naver.com/bookdb/book_detail.php?bid=15406167,이소소한는미술입시학원을하면서동시에라는커피집을하는이준의눈에우연히띄게되고그걸기점으로이준은단과로소통하기시작하는데처음에는낯선나중에는반가운존재로그리고차츰쌓아간호감은두사람을밖으로유도해간다정말궁금해요이준씨이런
<b>커피</b>, 검은 악마의 유혹 (장상인 장편소설),http://book.naver.com/bookdb/book_detail.php?bid=10381662,일본미국파푸아뉴기니등지에서커피관련자료를모으며약년간준비해집필한팩트소설커피는단순한기호음료가아니다커피콩하나하나에는가난한원주민들의삶과고뇌전통과문화가눈물처럼배어있다그리고배에실려세계를여행하는커피콩의운명과여정도
<b>커피</b> 스페이스 Coffee Space 2019.11/12,http://book.naver.com/bookdb/book_detail.php?bid=15661382,
그날 오후의 <b>커피</b> (네가 그리워 향기를 그리다),http://book.naver.com/bookdb/book_detail.php?bid=6335180,커피한잔과함께한일상의소소한기억들커피의매력에푹빠진낭만소년의달콤쌉싸름한에세이그날오후의커피커피가너무좋아카페를다닐때마다드립페이퍼에커피그림을그리기시작해전시회까지열었던한남자가커피로기억되는모든것에대한소소한기억을풀어놓았다무작정
스타벅스 <b>커피</b>를 마시는 여자 스타벅스 주식을 사는 여자 (당당한 경제독립을 꿈꾸는 20대 여자들의 재테크),http://book.naver.com/bookdb/book_detail.php?bid=2882332,챙기고커피를마시면서마일리지카드를잊지않는다그리고옷을살때는단돈원이라도싸게살려고애쓴다그러나정작큰돈을버는일에는무관심하다원짜리스타벅스커피는마시면서왜원짜리주식주에는관심을갖지않는것일까스타벅스커피를마시는여자스타벅스주식을
<b>커피</b> 볶는 남자 (박윤애 장편 소설),http://book.naver.com/bookdb/book_detail.php?bid=7234693,박윤애로맨스장편소설커피볶는남자커피숍사장국제바리스타대회에서두번이나우승을거머쥔실력자최강모든게완벽해이번에는근성과끈기를모두갖춘사람이들어왔으면소원이없겠다생각한그때한여자가커피숍안으로걸어들어왔다
암스테르담의 <b>커피</b>상인,http://book.naver.com/bookdb/book_detail.php?bid=2501559,그러던중매혹적인네덜란드여인게이트라위드로부터새로이관심을끌기시작한커피라는상품을매점매석하자는동업제의를받는다예측불가능한거래시장과경쟁자들의욕심그리고자신을파멸시키려는막강한적등모든위험을감수하고커피사업에뛰어든미후엘은사방에위험이도사리고
<b>커피</b>앤티 Coffee & Tea 2018.9,http://book.naver.com/bookdb/book_detail.php?bid=13976513,커피와차문화를다루는잡지이다커피의종류및로스팅등다양한자료와함께차의종류와시음방법등에대해다루고있다
행복한 사람들은 책을 읽으며 <b>커피</b>를 마신다 (아녜스 마르탱 뤼강 장편소설),http://book.naver.com/bookdb/book_detail.php?bid=8523261,행복한사람들은책을읽으며커피를마신다에서아녜스마르탱뤼강은교통사고로남편과딸을잃고절망속에서삶의희망을찾아가는한여자의슬픔과사랑그리고회복에대한이야기를아름답고담담하게서술하고있다매우평범하고심지어통속적일수있는사랑이야기가작가의섬세한글쓰기를
<b>커피</b> 바리스타 경영의 이해,http://book.naver.com/bookdb/book_detail.php?bid=11140968,이책은커피바리스타경영에대해다룬교재입니다커피바리스타경영의기초적이고전반적인내용을학습할수있도록구성했습니다
<b>커피</b> 사이언스,http://book.naver.com/bookdb/book_detail.php?bid=5265547,머리말본서적은이론적인측면에서과학적인측면에서바라본커피의특성을많은부분할애하여무작정커피란이런것이다라기보다는보다해석적이고논리적으로접근하여무언가알고서커피를만들고자하는바람을담았습니다
나는 <b>커피</b>를 못마셔 2,http://book.naver.com/bookdb/book_detail.php?bid=10963272,나는커피를못마셔제권커피는프루츠커피는농사커피왕위쟁탈전커피의왕을앞두고제의물결프로젝트팀이향한곳은하와이와코나최고의코나커피를찾기위해커피농장을돌아다니지만하나야마는역시큰실수를사고연발맛이가득한하와이코나편
동네 카페에서 반자본의 <b>커피</b>를 내리다 (유쾌 발랄하고 행복한 기업 민주화 이야기),http://book.naver.com/bookdb/book_detail.php?bid=12547020,이책은사람들에게친숙한카페라는공간을통해경제민주화의핵심요소인기업민주화를조곤조곤하면서도유쾌발랄하게이야기합니다누구나꿈꾸는이런일터더이상꿈이아닙니다에서기업민주화와마주치면당신의상상은현실이됩니다
<b>커피</b>바리스타 정석 요점정리 및 문제 (<b>커피</b>바리스타 2급시험 대비 지침서),http://book.naver.com/bookdb/book_detail.php?bid=11821398,독자대상바리스타전공자및커피관련자격증시험준비생구성이론문제해설특징이론과함께단원별요점문제수록
<b>커피</b> 마스터 북 (생두 고르기부터 <b>커피</b> 추출 카페 메뉴까지 <b>커피</b>의 모든 것),http://book.naver.com/bookdb/book_detail.php?bid=7316606,커피마스터북은커피의기원과역사재배산지별특징등커피에대한기본정보는물론로스팅블렌딩추출메뉴에이르기까지커피의모든것이담겨있다우리가마시는한잔의커피가어떻게만들어지는지그과정을설명하고있는이책은관련자료와함께사진을크게실어이해를돕는다
<b>커피</b> 스페이스 Coffee Space 2019.1/2,http://book.naver.com/bookdb/book_detail.php?bid=14439324,커피전문잡지커피스페이스커피에대한정보를소개하는것에그치지않고전반적인커피시장에대해다루고있으며성공적인운영노하우등을공유한다
<b>커피</b> Coffee 2018.4,http://book.naver.com/bookdb/book_detail.php?bid=13458882,
나는 <b>커피</b>를 못마셔 1,http://book.naver.com/bookdb/book_detail.php?bid=10824572,나는커피를못마셔제권도쿄의음료회사에근무하는영업사원하나야마는커피를마시지못한다그럼에도그는상사인카가야와제의물결라는프로젝트를맡게되는데그것은바로최고의스페셜티커피를추구하는사운을건기획이었다
