번호,사업장명,소재지전체주소,도로명전체주소,인허가일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,소재지우편번호,입소정원,자격소유인원수,총인원수,위치정보(X),위치정보(Y),인허가번호,상세영업상태명
2808,풍납제1,서울특별시 송파구 풍납동 493-17번지 ,,19860328,운영중,,,,,,,70,0,70,210542.0865,447944.0023,3.23E+15,운영
2807,우성아파트,서울특별시 송파구 잠실동 101-1번지 ,,19851101,운영중,,,,,,,120,0,120,206397.348,444963.2339,3.23E+15,운영
2806,신천,서울특별시 송파구 잠실동 209-4번지 ,,19850916,운영중,,,,,,,120,0,120,207589.7668,445115.6166,3.23E+15,운영
2805,현대아파트,서울특별시 송파구 문정동 3번지 ,,19850205,운영중,,,,,,,60,0,60,211262.7547,443270.546,3.23E+15,운영
2804,삼환아파트,서울특별시 송파구 가락동 176번지 ,,19850829,운영중,,,,,,,53,0,53,212025.3214,443692.0988,3.23E+15,운영
2803,프라자아파트,서울특별시 송파구 가락동 199번지 ,,19850731,운영중,,,,,,,51,0,51,211741.0486,443318.2645,3.23E+15,운영
2802,극동아파트,서울특별시 송파구 가락동 192번지 ,,19850202,운영중,,,,,,,62,0,62,211663.0239,443729.3959,3.23E+15,운영
2801,현대2차아파트,서울특별시 송파구 거여동 45번지 ,,19940704,운영중,,,,,,,44,0,44,212944.4682,443551.5316,3.23E+15,운영
2800,문정 건영아파트,서울특별시 송파구 장지동 72-3번지 ,,19931014,운영중,,,,,,,84,0,84,,,3.23E+15,운영
2799,성지아파트,서울특별시 송파구 송파동 171번지 ,,19930715,운영중,,,,,,,40,0,40,210278.6383,444220.703,3.23E+15,운영
2798,호수,서울특별시 송파구 송파동 34번지 ,,19930530,운영중,,,,,,,42,0,42,209395.714,445287.208,3.23E+15,운영
2797,호수경로당,서울특별시 송파구 송파동 34번지 ,,19930531,운영중,,,,,,,42,0,34,209395.714,445287.208,3.23E+15,운영
2796,아남아파트,서울특별시 송파구 오금동 67-7번지 ,,19921017,운영중,,,,,,,42,0,42,211967.4779,444538.2979,3.23E+15,운영
2795,가락골,서울특별시 송파구 가락동 145-10번지 ,,19910331,운영중,,,,,,,49,0,49,211049.7219,443611.4064,3.23E+15,운영
2794,구립벌말,서울특별시 송파구 오금동 132번지 ,,19911226,운영중,,,,,,,52,0,52,212311.9901,444410.3158,3.23E+15,운영
2793,왕천,서울특별시 송파구 방이동 189번지 ,,19910331,운영중,,,,,,,62,0,62,210986.7071,445428.9294,3.23E+15,운영
2792,풍성경로당,서울특별시 송파구 풍납동 485-15번지 ,,19910430,운영중,,,,,,,100,0,100,210583.2753,448160.2351,3.23E+15,운영
2791,현대아파트,서울특별시 송파구 잠실동 331번지 ,,19901227,운영중,,,,,,,51,0,51,207473.723,444644.2319,3.23E+15,운영
2790,신잠실,서울특별시 송파구 잠실동 319번지 ,,19900820,운영중,,,,,,,60,0,60,207218.8707,444649.0923,3.23E+15,운영
2789,석촌 오봉산,서울특별시 송파구 석촌동 162번지 ,,19900821,운영중,,,,,,,90,0,90,208991.8668,444891.2504,3.23E+15,운영
2788,영풍경로당,서울특별시 송파구 거여동 11번지 ,,19900731,운영중,,,,,,,112,0,112,212458.4347,443856.9794,3.23E+15,운영
2787,장지,서울특별시 송파구 장지동 81번지 ,,19891126,운영중,,,,,,,68,0,68,,,3.23E+15,운영
2786,대림아파트,서울특별시 송파구 가락동 70-20번지 ,,19890508,운영중,,,,,,,47,0,47,210500.0055,444029.846,3.23E+15,운영
2785,코오롱아파트,서울특별시 송파구 방이동 215번지 ,,19891001,운영중,,,,,,,49,0,49,210847.471,445137.8785,3.23E+15,운영
2784,하마천,서울특별시 송파구 마천동 11번지 ,,19891128,운영중,,,,,,,103,0,103,212819.7937,444392.7342,3.23E+15,운영
2783,거여 새마을,서울특별시 송파구 거여동 29번지 ,,19890928,운영중,,,,,,,76,0,76,212890.0201,443357.8459,3.23E+15,운영
2782,토성 경로당,서울특별시 송파구 풍납동 503번지 ,,19891124,운영중,,,,,,,93,0,93,210498.5216,447707.8465,3.23E+15,운영
2781,토성경로당,서울특별시 송파구 풍납동 503번지 ,,19891124,운영중,,,,,,,93,0,93,210498.5216,447707.8465,3.23E+15,운영
2780,한신코아아파트,서울특별시 송파구 신천동 11-9번지 ,,19880701,운영중,,,,,,,24,0,24,209140.8853,446042.5924,3.23E+15,운영
2779,잠전,서울특별시 송파구 잠실동 230번지 ,,19881216,운영중,,,,,,,76,0,76,207325.4155,444879.722,3.23E+15,운영
2778,문정 시영아파트,서울특별시 송파구 장지동 75번지 ,,19880910,운영중,,,,,,,60,0,60,,,3.23E+15,운영
2777,대림아파트,서울특별시 송파구 오금동 2번지 ,,19881101,운영중,,,,,,,27,0,27,211348.9418,445342.617,3.23E+15,운영
2776,상아아파트,서울특별시 송파구 오금동 165번지 ,,19881001,운영중,,,,,,,63,0,63,212020.8799,443978.6564,3.23E+15,운영
2775,연화,서울특별시 송파구 문정동 67-17번지 ,,19970115,운영중,,,,,,,31,0,31,210985.794,442397.2267,3.23E+15,운영
2774,쌍용아파트,서울특별시 송파구 가락동 140번지 ,,19970501,운영중,,,,,,,64,0,64,211259.9098,443711.7029,3.23E+15,운영
2773,석촌,서울특별시 송파구 석촌동 289-2번지 ,,19971121,운영중,,,,,,,30,0,30,209430.56,444600.9479,3.23E+15,운영
2772,가락 풍림아파트,서울특별시 송파구 가락동 142번지 ,,19960819,운영중,,,,,,,26,0,26,211108.6473,443716.0235,3.23E+15,운영
2771,웃마을,서울특별시 송파구 마천동 373-8번지 ,,19960829,운영중,,,,,,,31,0,31,213553.0794,443367.5529,3.23E+15,운영
2770,장수,서울특별시 송파구 마천동 211-2번지 ,,19960829,운영중,,,,,,,80,0,80,,,3.23E+15,운영
2769,한강 극동아파트,서울특별시 송파구 풍납동 508번지 ,,19960118,운영중,,,,,,,45,0,45,209895.7023,447471.1806,3.23E+15,운영
2768,쌍용아파트,서울특별시 송파구 풍납동 401-1번지 ,,19950608,운영중,,,,,,,30,0,30,210334.5819,447229.8295,3.23E+15,운영
2767,동아한가람아파트,서울특별시 송파구 풍납동 506번지 ,,19950930,운영중,,,,,,,47,0,47,210149.2663,448364.7234,3.23E+15,운영
2766,오금삼성,서울특별시 송파구 오금동 160번지 ,,19940218,운영중,,,,,,,33,0,33,212227.35,443814.1267,3.23E+15,운영
2765,미성아파트,서울특별시 송파구 풍납동 219번지 ,,20000407,운영중,,,,,,,21,0,21,209984.4624,447998.3143,3.23E+15,운영
2764,풍산경로당,서울특별시 송파구 풍납동 260-2번지 ,,20000104,운영중,,,,,,,24,0,24,210241.1683,447659.6099,3.23E+15,운영
2763,송파1동 경로당,서울특별시 송파구 송파동 113번지 ,,20001209,운영중,,,,,,,54,0,54,209656.4736,444909.0648,3.23E+15,운영
2762,금호아파트,서울특별시 송파구 마천동 304번지 ,,19990609,운영중,,,,,,,24,0,24,213488.0834,443622.1032,3.23E+15,운영
2761,훼밀리 제1아파트,서울특별시 송파구 문정동 150번지 ,,19980601,운영중,,,,,,,105,0,105,210045.7483,442930.6873,3.23E+15,운영
2760,문정,서울특별시 송파구 문정동 25-2번지 ,,19980805,운영중,,,,,,,48,0,48,211029.5859,442943.8173,3.23E+15,운영
2759,가락 금호아파트,서울특별시 송파구 가락동 95-1번지 ,,19980427,운영중,,,,,,,32,0,32,210220.2481,443801.4034,3.23E+15,운영
2758,현대백조아파트,서울특별시 송파구 오금동 11번지 ,,19980612,운영중,,,,,,,34,0,34,211358.758,445248.7244,3.23E+15,운영
2757,동아효성아파트,서울특별시 송파구 거여동 291번지 ,,19981121,운영중,,,,,,,22,0,22,212862.7351,443134.8476,3.23E+15,운영
2756,거여1단지아파트,서울특별시 송파구 거여동 290번지 ,,19980831,운영중,,,,,,,29,0,29,212711.7144,443202.3568,3.23E+15,운영
2755,거여5단지아파트,서울특별시 송파구 거여동 294번지 ,,19980629,운영중,,,,,,,53,0,53,212782.0779,442975.232,3.23E+15,운영
2754,거여6단지아파트,서울특별시 송파구 거여동 295번지 ,,19980427,운영중,,,,,,,118,0,118,212899.339,442943.3385,3.23E+15,운영
2753,거여4단지아파트,서울특별시 송파구 거여동 293번지 ,,19980427,운영중,,,,,,,63,0,63,212650.418,443013.8872,3.23E+15,운영
2752,씨티극동아파트,서울특별시 송파구 풍납동 90-3번지 ,,19980612,운영중,,,,,,,23,0,23,,,3.23E+15,운영
2751,센트레빌경로당,서울특별시 송파구 가락동 95-8번지 ,,20020520,운영중,,,,,,,46,0,46,210286.3145,443937.3498,3.23E+15,운영
2750,동부센트레빌경로당,서울특별시 송파구 가락동 95-8번지 ,,20020520,운영중,,,,,,,46,0,46,210286.3145,443937.3498,3.23E+15,운영
2749,백토경로당,서울특별시 송파구 오금동 6번지 ,,20020121,운영중,,,,,,,30,0,30,211652.6305,445117.7783,3.23E+15,운영
2748,백토경로당,서울특별시 송파구 오금동 6번지 ,,20011221,운영중,,,,,,,30,0,30,211652.6305,445117.7783,3.23E+15,운영
2747,거여3단지아파트경로당,서울특별시 송파구 거여동 292번지 ,,20011203,운영중,,,,,,,0,0,135,212974.3384,443085.538,3.23E+15,운영
2746,거여3단지아파트경로당,서울특별시 송파구 거여동 292번지 ,,20011203,운영중,,,,,,,135,0,135,212974.3384,443085.538,3.23E+15,운영
2745,훙이경로당,서울특별시 송파구 가락동 14번지 ,,20011010,운영중,,,,,,,42,0,0,210980.7733,444335.0327,3.23E+15,운영
2744,가락주공(아)경로당,서울특별시 송파구 가락동 478번지 ,,20010820,운영중,,,,,,,43,0,43,209579.9338,444258.2199,3.23E+15,운영
2743,가락시장경로당,서울특별시 송파구 가락동 600번지 ,,20010706,운영중,,,,,,,32,0,32,209790.9599,443481.2122,3.23E+15,운영
2742,신성노바빌아파트 경로당,서울특별시 송파구 풍납동 510번지 ,,20010604,운영중,,,,,,,23,0,23,210244.7396,448485.3434,3.23E+15,운영
2741,오금우방(아)경로당,서울특별시 송파구 오금동 138번지 ,,20010517,운영중,,,,,,,21,0,21,212272.9432,444365.9575,3.23E+15,운영
2740,거송경로당,서울특별시 송파구 거여동 205-47번지 ,,20010403,운영중,,,,,,,0,0,122,213063.3391,443618.2699,3.23E+15,운영
2739,건너말 경로당,서울특별시 송파구 가락동 110번지 ,,20010206,운영중,,,,,,,76,0,76,210891.6774,443295.8581,3.23E+15,운영
2738,문정대우1차(아)경로당,서울특별시 송파구 문정동 18번지 ,,20001230,운영중,,,,,,,27,0,27,211260.1035,442750.0103,3.23E+15,운영
2737,대아(아)경로당,서울특별시 송파구 풍납동 163번지 ,,20001212,운영중,,,,,,,24,0,24,210378.825,447916.0439,3.23E+15,운영
2736,가락쌍용(아),서울특별시 송파구 가락동 21-6번지 ,,20001113,운영중,,,,,,,20,0,0,210743.7524,444376.1601,3.23E+15,운영
2735,우방1차아파트,서울특별시 송파구 거여동 356번지 ,,20000406,운영중,,,,,,,38,0,38,212503.7171,443396.12,3.23E+15,운영
2734,어울림(아)경로당,서울특별시 송파구 거여동 593번지 ,,20040608,운영중,,,,,,,0,0,24,212598.7953,443344.384,3.23E+15,운영
2733,문정3차대우아파트 경로당,서울특별시 송파구 문정동 117번지 ,,20040426,운영중,,,,,,,0,0,22,211717.0251,442777.0553,3.23E+15,운영
2732,풍납쌍용(아)경로당,서울특별시 송파구 풍납동 401-1번지 ,,20031010,운영중,,,,,,,40,0,5,210334.5819,447229.8295,3.23E+15,운영
2731,우방(아)경로당,서울특별시 송파구 마천동 576번지 ,,20030715,운영중,,,,,,,0,0,25,213374.4828,444245.2353,3.23E+15,운영
2730,개미마을경로휴게실,서울특별시 송파구 문정동 207번지 ,,20030701,운영중,,,,,,,0,0,33,,,3.23E+15,운영
2729,오륜2단지(아)경로당,서울특별시 송파구 방이동 89번지 ,,20030404,운영중,,,,,,,20,0,20,211986.2972,446156.5298,3.23E+15,운영
2728,현대백조(아)102동 경로당,서울특별시 송파구 오금동 20-2번지 ,,20030404,운영중,,,,,,,0,0,20,211314.6521,445194.5083,3.23E+15,운영
2727,현대백조(아)102동 경로당,서울특별시 송파구 오금동 20-2번지 ,,20030404,운영중,,,,,,,20,0,20,211314.6521,445194.5083,3.23E+15,운영
2726,금호베스트빌(아)경로당,서울특별시 송파구 마천동 575번지 ,,20030227,운영중,,,,,,,26,0,26,213619.7559,444013.5146,3.23E+15,운영
2725,서울놀이마당경로휴게실,서울특별시 송파구 잠실동 47번지 ,,20030220,운영중,,,,,,,70,0,70,208788.5637,445155.9543,3.23E+15,운영
2724,가락주공(아)경로당,서울특별시 송파구 가락동 478번지 ,,20030116,운영중,,,,,,,0,0,60,209579.9338,444258.2199,3.23E+15,운영
2723,독산삼익아파트 경로당,서울특별시 금천구 독산동 독산삼익아파트경로당 ,,20150623,운영중,,,,,,,0,,,,,3.17E+15,운영
2722,화훼마을경로휴게실,서울특별시 송파구 장지동 612-8번지 ,,20021212,운영중,,,,,,,28,0,28,211048.5749,440855.6181,3.23E+15,운영
2721,거여현대1차아파트 경로당,서울특별시 송파구 거여동 362번지 ,,20021127,운영중,,,,,,,43,0,43,212403.6437,443417.8379,3.23E+15,운영
2720,노인여가시설(잔버들경로당),서울특별시 송파구 장지동 92번지 ,,20020801,운영중,,,,,,,60,0,60,,,3.23E+15,운영
2719,누에머리 경로당,서울특별시 송파구 오금동 110번지 ,,20070623,운영중,,,,,,,71,0,0,212522.1646,444551.1623,3.23E+15,운영
2718,레이크펠리스경로당,서울특별시 송파구 잠실동 44번지 ,,20070702,운영중,,,,,,,123,0,0,208313.923,445153.164,3.23E+15,운영
2717,해모로 경로당,서울특별시 송파구 풍납동 512번지 ,,20070308,운영중,,,,,,,21,0,0,210282.6255,447528.6348,3.23E+15,운영
2716,신구블레스밸리 경로당,서울특별시 송파구 방이동 197번지 ,,20061219,운영중,,,,,,,31,0,0,210745.5319,445469.8566,3.23E+15,운영
2715,금호어울림경로당,서울특별시 송파구 마천동 319번지 ,,20061219,운영중,,,,,,,22,0,0,213670.1152,443460.2731,3.23E+15,운영
2714,현대홈타운,서울특별시 송파구 풍납동 511번지 ,,20070214,운영중,,,,,,,0,0,0,210407.4441,447648.7082,3.23E+15,운영
2713,미륭(아)경로당,서울특별시 송파구 가락동 138번지 ,,19850720,운영중,,,,,,,25,0,0,211301.5835,443517.7243,3.23E+15,운영
2712,새팽이경로당,서울특별시 송파구 가락동 170-6번지 ,,20040920,운영중,,,,,,,36,0,0,211789.8437,443857.7487,3.23E+15,운영
2711,개롱경로당,서울특별시 송파구 가락동 198번지 ,,19871201,운영중,,,,,,,42,0,0,211693.526,443446.2485,3.23E+15,운영
2710,파인타운4단지,서울특별시 송파구 장지동 ,,20090521,운영중,,,,,,,25,0,0,,,3.23E+15,운영
2709,잠실엘스,서울특별시 송파구 잠실동 ,,20090424,운영중,,,,,,,100,0,0,,,3.23E+15,운영
2708,파크리오4,서울특별시 송파구 신천동 20번지 ,,20090325,운영중,,,,,,,35,0,0,209744.7894,446601.1074,3.23E+15,운영
2707,파크리오3,서울특별시 송파구 신천동 20번지 ,,20090325,운영중,,,,,,,35,0,0,209744.7894,446601.1074,3.23E+15,운영
2706,파크리오1,서울특별시 송파구 신천동 ,,20090325,운영중,,,,,,,32,0,0,,,3.23E+15,운영
2705,파크리오2경로당,서울특별시 송파구 신천동 20번지 ,,20090320,운영중,,,,,,,48,0,0,209744.7894,446601.1074,3.23E+15,운영
2704,레미안파크,서울특별시 송파구 가락동 165번지 ,,20081209,운영중,,,,,,,30,0,0,211611.3536,444006.1545,3.23E+15,운영
2703,파인타운7단지경로당,서울특별시 송파구 장지동 ,,20081023,운영중,,,,,,,35,0,0,,,3.23E+15,운영
2702,파인타운10단지,서울특별시 송파구 장지동 ,,20080806,운영중,,,,,,,28,0,0,,,3.23E+15,운영
2701,파인타운11단지 경로당,서울특별시 송파구 장지동 ,,20080701,운영중,,,,,,,23,0,0,,,3.23E+15,운영
2700,트리지움 경로당,서울특별시 송파구 잠실동 35번지 ,,20080620,운영중,,,,,,,49,0,0,207849.5768,445299.9136,3.23E+15,운영
2699,파인타운9단지 경로당,서울특별시 송파구 장지동 ,,20080519,운영중,,,,,,,145,0,0,,,3.23E+15,운영
2698,파인타운9단지 경로당,서울특별시 송파구 장지동 ,,20080519,운영중,,,,,,,145,0,0,,,3.23E+15,운영
2697,백조 경로당,서울특별시 송파구 오금동 20-2번지 ,,20080321,운영중,,,,,,,58,0,0,211314.6521,445194.5083,3.23E+15,운영
2696,남천 경로당,서울특별시 송파구 마천동 산 2-1번지 ,,20070212,운영중,,,,,,,40,0,0,,,3.23E+15,운영
2695,가락쌍용3차,서울특별시 송파구 가락동 ,,20091104,운영중,,,,,,,20,0,0,,,3.23E+15,운영
2694,파인타운8단지,서울특별시 송파구 장지동 ,,20090930,운영중,,,,,,,0,0,0,,,3.23E+15,운영
2693,파인타운2단지,서울특별시 송파구 장지동 ,,20090918,운영중,,,,,,,22,0,0,,,3.23E+15,운영
2692,파인타운3단지,서울특별시 송파구 장지동 ,,20090803,운영중,,,,,,,0,0,0,,,3.23E+15,운영
2691,충효정,서울특별시 송파구 거여동 ,,20090724,운영중,,,,,,,30,0,0,,,3.23E+15,운영
2690,파인타운6단지,서울특별시 송파구 장지동 ,,20090608,운영중,,,,,,,35,0,0,,,3.23E+15,운영
2689,북한산 힐스테이트 1차아파트 경로당,서울특별시 은평구 불광동 635번지 1103 1103동 802호,,20090512,운영중,,,,,,,30,0,0,194368.8482,456703.3623,3.11E+15,운영
2688,문영마운틴1차아파트 경로당,서울특별시 은평구 증산동 254번지 ,,20090414,운영중,,,,,,,22,0,0,191782.4047,453922.6493,3.11E+15,운영
2687,은평뉴타운 상림마을 9단지아파트 경로당,서울특별시 은평구 진관동 7번지 ,,20090225,운영중,,,,,,,30,0,0,193630.1913,460564.6655,3.11E+15,운영
2686,은평뉴타운 상림마을 제2단지아파트 경로당,서울특별시 은평구 진관동 14번지 ,,20090224,운영중,,,,,,,33,0,0,193450.4173,460480.6682,3.11E+15,운영
2685,은평뉴타운 상림마을 6단지아파트 경로당,서울특별시 은평구 진관동 1번지 ,,20090120,운영중,,,,,,,28,0,0,194594.9285,460322.1202,3.11E+15,운영
2684,은평뉴타운 상림마을 7단지아파트 경로당,서울특별시 은평구 진관동 2번지 ,,20090106,운영중,,,,,,,25,0,25,194242.4087,460917.1788,3.11E+15,운영
2683,은평뉴타운 상림마을 6단지 제1경로당,서울특별시 은평구 진관동 3번지 은평뉴타운상림마을 603동 ,,20081230,운영중,,,,,,,25,0,0,194009.197,460847.3368,3.11E+15,운영
2682,은평뉴타운 상림마을 14단지아파트 경로당,서울특별시 은평구 진관동 10번지 ,,20081218,운영중,,,,,,,29,0,0,193672.8988,460678.3158,3.11E+15,운영
2681,은평뉴타운 상림마을 5단지아파트 경로당,서울특별시 은평구 진관동 5번지 은평뉴타운상림마을 629동 1층 ,,20081217,운영중,,,,,,,60,0,0,193865.2631,460628.1419,3.11E+15,운영
2680,무쇠막경로당,서울특별시 성동구 금호동4가 ,,20141211,운영중,,,,,,,0,,,,,3.03E+15,운영
2679,희망경로당,서울특별시 성동구 상왕십리동 ,,20150501,운영중,,,,,,,0,,,,,3.03E+15,운영
2678,미소경로당,서울특별시 성동구 상왕십리동 ,,20150310,운영중,,,,,,,0,,,,,3.03E+15,운영
2677,광희경로당,서울특별시 성동구 응봉동 ,,20150112,운영중,,,,,,,0,,,,,3.03E+15,운영
2676,새말경로당,서울특별시 성동구 송정동 ,,20141211,운영중,,,,,,,0,,,,,3.03E+15,운영
2675,삼성쉐르빌경로당,서울특별시 동대문구 장안동 371-1번지 ,,20040213,운영중,,,,,,,42,1,1,206101.9138,452155.6911,3.05E+15,운영
2674,삼성쉐르빌경로당,서울특별시 동대문구 장안동 371-1번지 ,,20040213,운영중,,,,,,,42,0,0,206101.9138,452155.6911,3.05E+15,운영
2673,한화아파트경로당,서울특별시 동대문구 답십리동 994번지 ,,20030908,운영중,,,,,,,25,0,0,204698.8312,451628.9408,3.05E+15,운영
2672,삼익아파트경로당,서울특별시 동대문구 이문동 73번지 ,,20030512,운영중,,,,,,,32,0,0,205896.6407,454847.0874,3.05E+15,운영
2671,이문경로당,서울특별시 동대문구 이문동 284-7번지 ,,20060823,운영중,,,,,,,30,0,1,205073.4413,454834.526,3.05E+15,운영
2670,삼성아파트경로당,서울특별시 동대문구 전농동 155번지 ,,20060704,운영중,,,,,,,24,0,1,204840.9784,453293.409,3.05E+15,운영
2669,이수아파트경로당,서울특별시 동대문구 제기동 55-10번지 ,,20060504,운영중,,,,,,,24,0,1,,,3.05E+15,운영
2668,용일경로당,서울특별시 동대문구 용두동 787번지 16091621호,,20060503,운영중,,,,,,,140,0,0,203258.3772,452834.0641,3.05E+15,운영
2667,휘경동일하이빌아파트경로당,서울특별시 동대문구 휘경동 365번지 102 102동 1102호,,20060405,운영중,,,,,,,28,0,1,206404.9126,453340.5982,3.05E+15,운영
2666,삼성쉐르빌아파트경로당,서울특별시 동대문구 장안동 371-1번지 ,,20051122,운영중,,,,,,,26,0,0,206101.9138,452155.6911,3.05E+15,운영
2665,삼성쉐르빌아파트경로당,서울특별시 동대문구 장안동 371-1번지 ,,20051122,운영중,,,,,,,26,0,0,206101.9138,452155.6911,3.05E+15,운영
2664,청솔2차우성아파트경로당,서울특별시 동대문구 답십리동 80-2번지 ,,20010924,운영중,,,,,,,0,0,21,205408.407,452586.5902,3.05E+15,운영
2663,청량리 한신아파트제2경로당,서울특별시 동대문구 청량리동 60번지 ,,19981110,운영중,,,,,,,47,0,2,204276.0182,453966.8557,3.05E+15,운영
2662,배봉경로당,서울특별시 동대문구 전농동 산 32-5번지 ,,20070608,운영중,,,,,,,53,0,2,,,3.05E+15,운영
2661,동일스위트리버경로당,서울특별시 동대문구 휘경동 366번지 ,,20071001,운영중,,,,,,,22,0,2,205997.6045,453902.5317,3.05E+15,운영
2660,동일스위트리버경로당,서울특별시 동대문구 휘경동 366번지 ,,20071001,운영중,,,,,,,0,0,0,205997.6045,453902.5317,3.05E+15,운영
2659,홍릉동부아파트경로당,서울특별시 동대문구 청량리동 212번지 ,,20020308,운영중,,,,,,,36,0,0,203995.3914,453762.2528,3.05E+15,운영
2658,SK아파트제2경로당,서울특별시 동대문구 전농동 10-1번지 ,,20010615,운영중,,,,,,,80,0,0,205478.114,452788.1283,3.05E+15,운영
2657,SK아파트제2경로당,서울특별시 동대문구 전농동 10-1번지 ,,20010615,운영중,,,,,,,80,0,0,205478.114,452788.1283,3.05E+15,운영
2656,장평경로당,서울특별시 동대문구 장안동 138-11번지 ,,19890224,운영중,,,,,,,0,0,0,,,3.05E+15,운영
2655,SK아파트경로당,서울특별시 동대문구 전농동 10번지 ,,20010406,운영중,,,,,,,120,0,0,205271.7049,452706.8979,3.05E+15,운영
2654,신당푸르지오경로당,서울특별시 중구 신당동 (103동) 관리사무소옆 ,,20070105,운영중,,,,,,,53,0,53,,,3.01E+15,운영
2653,청송경로당,서울특별시 중구 신당동 843번지 ,,20071126,운영중,,,,,,,0,0,0,201511.5901,450655.0625,3.01E+15,운영
2652,삼성아파트경로당,서울특별시 중구 신당동 843번지 ,,20071126,운영중,,,,,,,0,0,0,201511.5901,450655.0625,3.01E+15,운영
2651,동아아파트경로당,서울특별시 중구 신당동 842번지 ,,20071126,운영중,,,,,,,0,0,0,201230.1673,450277.6002,3.01E+15,운영
2650,약수하이츠경로당,서울특별시 중구 신당동 842번지 ,,20071126,운영중,,,,,,,0,0,0,201230.1673,450277.6002,3.01E+15,운영
2649,청구경로당,서울특별시 중구 신당동 333-36번지 ,,20071126,운영중,,,,,,,0,0,0,201196.2833,450475.46,3.01E+15,운영
2648,하늘경로당,서울특별시 중구 신당동 844번지 ,,20071126,운영중,,,,,,,0,0,0,200750.4551,449638.8243,3.01E+15,운영
2647,용두두산위브아파트경로당,서울특별시 동대문구 용두동 797번지 ,,20090722,운영중,,,,,,,34,0,0,,,3.05E+15,운영
2646,신이문금호어울림아파트경로당,서울특별시 동대문구 이문동 428번지 101 101동 1103호,,20090702,운영중,,,,,,,20,0,0,205494.3546,455710.6888,3.05E+15,운영
2645,현대홈타운경로당,서울특별시 동대문구 장안동 ,,20090520,운영중,,,,,,,22,0,0,,,3.05E+15,운영
2644,롯데캐슬피렌체아파트경로당,서울특별시 동대문구 용두동 790번지 ,,20090423,운영중,,,,,,,24,0,0,203085.8668,452766.0142,3.05E+15,운영
2643,래미안아파트경로당,서울특별시 동대문구 답십리동 1000번지 104 104동 1301호,,20090423,운영중,,,,,,,55,0,0,205699.0154,452622.5885,3.05E+15,운영
2642,청량리미주아파트경로당,서울특별시 동대문구 청량리동 235-1번지 ,,19780901,운영중,,,,,,,95,0,0,204064.7782,453515.1972,3.05E+15,운영
2641,롯데1차아파트경로당,서울특별시 동대문구 휘경동 78번지 ,,20091230,운영중,,,,,,,0,0,0,205528.4654,454301.4424,3.05E+15,운영
2640,이문3동경로당,서울특별시 동대문구 이문동 256-137번지 ,,19951201,운영중,,,,,,,67,0,0,205527.3377,455467.1121,3.05E+15,운영
2639,장안3동경로당,서울특별시 동대문구 장안동 449번지 ,,20081022,운영중,,,,,,,43,0,0,205945.7159,451271.126,3.05E+15,운영
2638,장안3동경로당,서울특별시 동대문구 장안동 449번지 ,,20081022,운영중,,,,,,,43,0,0,205945.7159,451271.126,3.05E+15,운영
2637,쌈지경로당,서울특별시 중구 신당동 844번지 ,,20071126,운영중,,,,,,,0,0,0,200750.4551,449638.8243,3.01E+15,운영
2636,남산숲경로당,서울특별시 중구 신당동 844번지 ,,20071126,운영중,,,,,,,0,0,0,200750.4551,449638.8243,3.01E+15,운영
2635,동호경로당,서울특별시 중구 신당동 349-120번지 ,,20071126,운영중,,,,,,,0,0,0,201080.5947,450015.5522,3.01E+15,운영
2634,답십리세양청마루아파트경로당,서울특별시 동대문구 답십리동 997번지 ,,20060327,운영중,,,,,,,30,0,1,205720.9683,452378.7499,3.05E+15,운영
2633,근린경로당,서울특별시 동대문구 장안동 300번지 ,,20060306,운영중,,,,,,,140,0,1,206238.4361,452791.1945,3.05E+15,운영
2632,제기1동분회경로당,서울특별시 동대문구 제기동 681-2번지 ,,20060224,운영중,,,,,,,0,0,1,203413.6416,453716.6946,3.05E+15,운영
2631,명성경로당,서울특별시 동대문구 용두동 118-57번지 ,,20051222,운영중,,,,,,,45,0,1,202752.3472,452456.4006,3.05E+15,운영
2630,휘경롯데낙천대아파트경로당,서울특별시 동대문구 휘경동 109번지 ,,20051221,운영중,,,,,,,29,0,1,205616.3355,454408.7474,3.05E+15,운영
2629,우성아파트경로당,서울특별시 동대문구 전농동 6번지 ,,20050811,운영중,,,,,,,1,0,1,205668.4751,452777.0566,3.05E+15,운영
2628,장안현대홈타운아파트제2경로당,서울특별시 동대문구 장안동 354-1번지 ,,20050811,운영중,,,,,,,22,0,1,206356.723,451679.5694,3.05E+15,운영
2627,휘경베스트빌현대아파트경로당,서울특별시 동대문구 휘경동 52번지 ,,20050707,운영중,,,,,,,33,0,1,206483.5555,453265.197,3.05E+15,운영
2626,휘경현대아파트경로당,서울특별시 동대문구 휘경동 363번지 ,,20050509,운영중,,,,,,,37,0,0,204836.5965,453780.9362,3.05E+15,운영
2625,휘경1동분회경로당,서울특별시 동대문구 휘경동 179-9번지 ,,20050502,운영중,,,,,,,42,0,1,205351.6235,454458.4888,3.05E+15,운영
2624,현대아파트경로당,서울특별시 동대문구 제기동 892-66번지 ,,20071128,운영중,,,,,,,33,0,0,203088.5938,453099.4199,3.05E+15,운영
2623,장안3차현대홈타운경로당,서울특별시 동대문구 장안동 571번지 ,,20070208,운영중,,,,,,,21,0,1,206385.6705,452491.8173,3.05E+15,운영
