,0
234,다른건 다 좋은데 구매자와 채팅을 하면서 사진을 보낼경우에 계좌등이 노출되는 스샷이 첨부된 사진을 보낼때 보내고 나서 삭제가 안된느 경우가 있네요 이런경우 급하게 삭제할 필요가 있을것 같은데 이런 점을 개선했으면 좋겠습니다
235,가입과 탈퇴에 적절한 규칙이 필요할듯 싶어요 개인적인 경험이지만 비매너 분들 엄청나요   특히 드림이든 판매든   구매든 약속 펑크내고 탈퇴  그냥 패스하겠다 예약취소 하겠다는 말이 어려운 걸까요  약속 펑크내시는 분들은 죄다 탈퇴하셨네요 ㅋㅋㅋ 비매너 평가라도 하고싶지만 탈퇴한후라 뭘 어쩔 도리가 없네요 좋은 마음으로 시작한 드림인데 맘이 상할때가 한두번이 아닙니다 탈퇴와 재가입이 제한이 없으니 그런거아닐까요  탈퇴하면 재가입을 한달뒤 두달뒤 이런식으로 제한을 뒀으면 합니다 아니면 탈퇴를 즉시탈퇴가 아니고 탈퇴 후 비매너를  전체 리뷰
236,비매너나 약속 안지키는 유저들 패널티 줄 수 있는 기능 좀 만들어 주세요  다 좋은데 그것 때문에 이 어플에 정이 떨어지려해요  답변 받았으나 개발자분들도 아시리라 믿지만 평가제도 어차피 탈퇴하고 재가입하면 의미 없지 않나요  좀 더 실효성 있는 평가제도를 만들지 않으면 장기 유저들은 실망하고 떠나는 분들이 늘을 수 있다고 봅니다 
237,현재 핸드폰이 아닌 삼성 패드로 하는 유저입니다  어제부터 인증문자를 보내고 보내고 인증을 해도 인증을 할 수 없는 환경이라고 하네요  혹시 휴대폰이 아니면 이용이 불가하나요 
238,당근마켓 잘 쓰고 있습니다ㅎㅎ  근데 한가지 아쉬운 점이 있어요  핸드폰에서 당근을 쓰다가 핸드폰으로는 들어갈 수 없는 상황이어서  로 접속하려고 했는데   에서는 당근마켓을 사용할 수 없다고 하네요  제가 잘못 안 것일 수 있지만  에서도 당근마켓을 사용할 수 있었으면 좋겠어서 리뷰 올려요 
239,당근마켓 잘 이용하던 사람이었습니다 중고로 많이 팔기도 하고 중고로 또 많이 사기도 했죠 거래도 많이 했습니다 근데 왜   년 이용정지 당했습니다 왜죠  고객센터에 답변 남겨놔도 답도 없구요 시스템이 잘못된게 내 당근 앱자체를 못들어가게 하니까 내 앱에서 고객센터에 문의조차 안됩니다 아들 휴대폰으로 들어가서 제 번호 남기고 문의하기 글을 올렸는데  일이 지나도 답변도 없네요 전화도 안되고  뭐 이유도 모르고 이용정지 당한게 정말 황당하네요
240,여긴 고객센터는 왜 있는 것일까 거의 메뉴얼 된 반복적인 답변들  물건을 싸게 올려도 다만 비싸다는 이유만으로 신고 받아 전문 판매업자가 되는 현실  오인신고라고 신고 삭제 되고 노출되더라도 또 신고 받으면 미노출 되는 어이 없는 상황 발생  시스템상 오인신고 하는 사람들 어떠한 페널티도 없어 오인신고 받는 사람만 죄인  고객센터는 반복적인 메뉴얼 답변  첫 거래임에도 거래도 못 하게 만드는 어이없는 어플  허위신고 하는 애들이나 좀 관리 좀 하셔요  여기 답변 보는데도 여기서도 메뉴얼적인 답변 해결해주긴 합니까  진짜  전체 리뷰
241,채팅내용 바로 적용되지가 않아서 상대편 글이나 사진이 늦게 올라와 못보고 지나치는 경우가 빈번하게 발생되어서 추가 내용을 못보고 지나쳐서 거래에 지장을 줄 때가 많습니다  서로간의 신뢰가는 거래를 위해 채팅 개선이 우선일것 같아요
242,정말 매너온도가 오르고 떨어지는 기준이 정확히 뭔지를 모르겠네요  저는 진상 도 만난적 없고 채팅은 웬만하면  분 내에 꼭 답장해주고 이래도되나 싶을 정도로 극도로 친절하게 응대하고 거래했던 상대방 분들이 좋은 후기도 매번 남겨주고 가시는데  매너온도는 점점 떨어집니다  이제 좀 오른다 싶으면 몇 일 후에 다시 떨어져 있어요  솔직히 온도  도 도 가지고 내 매너의 옳고그름이 결정 된다는게 사실 좀 우습기도  차라리 번개장터처럼 별점제도가 훨씬 보기도 간편하고 어떤 상점인지 판단하기도 좋다고 느껴지네요 
243,한사람 말만 일방적으로 듣고  년 정지를 시키네 새제품 판매해서 사용하고 변심하면 판매하는 사람 입장에서는 어찌 하란 말입니까 대규모로 물건 떼와서 파는것도 아니고 집에 있는 새제품 판매하는건데 사용하고 안된다고 구라치고 변심하면 어느 사람이 인정할 수 있을까요   년 정지를 하더라도 양쪽 입장을 다 듣고 해야 맞는것 아닌지요  무슨 인민재판 합니까 
244,알림소리가 안나서 앱도 지워보고 로그아웃도 해보고 당근마켓이 하라는대로 해도 안되서 답답해서 문의하려고 하는데 연결도 안되고  앱은 좋은데 알림소리가 나지않으니 그만 써야하나 싶습니다 도와주세요 
245,좋은 이웃과 깔끔하게 거래 할 수 있어 자주 이용합니다 
246,중고거래하기 정말 좋은 어플이에요 그런데 개선해주시면 좋을것같은 점이 있는데  카테고리별로 매물들을 볼때 동네 설정이 있었으면 좋겠어요  원하는 제품을 검색할땐 동네설정을 해서 원하는 동네 제품만 볼수있지만  이렇게 사용시 동네설정을 할수가 없어서 불편하네요    검색창에 검색을 했을때 물건이 바로 안떠요 이건 점점 익숙해지고 있긴 하지만  물건을 검색했을때 처음에는 카테고리창이 뜨고 이후  번째에만 품목이 떠요  편리한 앱 감사하지만 이 부분은 앱 사용시 지장이 가는부분들이에요 고쳐주셨으면 합니다
247,로그아웃하고 다시 폰 번호 치고 들어가려고 인증번호 와서 인증번호 확인하는데 비정상적인 인증시도가 확인되어 제한 되있다고뜨는데 왜 이러는건가요 일 안하세요  이상한 락 걸어놓고 뭐하시는지 고객센터 번호 남기세요 내일 전화할테니까
248,당근마켓 잘쓰고있어요  아쉬운게 하트 누른 관심제품을 지역별로 볼수 있거나 아니면 카테고리를 개인적으로 설정할 수 있게 해줬으면 좋겠어요  지하철을 타고 역에서 거래하는경우 한꺼번에 같은지역분들을 만날 수있게 따로 구별해놓고 싶어요  하트를 누르고 바로 구매하려는 제품도 있지만 가격다운을 기다리는 경우도 있으니까 그걸 따로 분류하면 편리할것같아요
249,고객센터 없는 앱은 영업못하게 법이 바뀌어야 됩니다  전문판매자관련 문의를 하는데 계속 물어보는거 답변은 안하고 전문판매자 링크만 달고 고객을 우롱  농락하더군요  교육을 받지 않은 수준의 고객응대는 고객을 무시하는 처사입니다  문의 내용에 대해 제대로된 답변없이 동문서답으로 대응을 합니까  그리고 전문판매자 관련 임의판단으로 인한 불공정행위와 개인정보보호관련 위반여부에 대해 계속 금융감독원과 소비자보호원에 민원 넣고있으니 문닫기 싫으면 우선 자체적으로 개선하십시요   답변후 추가내용 고객센터에다 계속 문의해도 모르쇠하다 하루지나  전체 리뷰
250,궁금한게 있어요  당근톡 알람이 오는데 톡방에 들어가면 톡이 없어요  시간이 지나서 톡방을 나갔다가 들어가면 생기고 채팅을 보내고 나갔다가 들어오면 보이네요  그리고 사진은 한참 후에나 보여요  이유를 알 수 있을까요 와이파이는 쓰지 않고 폰도 최신기종이에요 
251,와 중고 거래 앱이라니  가끔 좀 나쁜 유저 들고 잇지만 너무 좋아요   여기 거희 다 잇어요  진짜 퀄   이런 압을 어케 몰랏을 까 진짜 추천 하네요  
252,당근마켓 잘 사용하고 있습니다 몇가지 기능을 추가하면 좋을것같아서 리뷰 남겨요  일단 첫번째로 필요한 물건을 검색했을때 특정 단어가 들어가면 제가 필요한 상품을 못찾을수도 있잖아요  예를 들어 저는 불을 키고 끌수 있는 스위치가 필요한데 스위치만 검색하면 닌텐도 스위치가 뜨잖아요 그럴때 보고싶지 않은 물건에 닌텐도를 입력하면 확실히 원하는 물건을 찾을수있는 시간이 단축되고 좋잖아요 그니까 특정단어 차단 입력란이 생기면 좋겠어요 그리고 두번째로 찜해둔 상품을 가격 순으로 볼수있으면 좋을것 같아요 같은 제품을 저렴하게 사려고 여러개  전체 리뷰
253,좋긴한데 어제부터 채팅할려고 하면 서비스 이용이 제한되어 이기능을 사용할수 없다고 뜨고 있는데 혹시 이거 왜이런지 알수있을까요  제가 오랜만에 들어가서 그런가요 
254,요새 당근이 유명해져서 그런지 비매너 사용자가 상당히 많아 졌네요  비매너 사용자로 인해 사적 연락은 안한다 다른 장소에서 거래 안한다 가격제안 안받고 바로 차단한다 라고 써놨더니 갑자기 연락와서 말투가 쎄다는 둥 장황한 설명을 보니 사기꾼 이라는 둥 연락이 종종 옵니다  특히 매너 온도가  의 사람들이 그래요  신고도 몇번 했지만 그 인간들이 신고를 제대로 받았는지 아닌지도 알 수 없고  처음 시작 하는 분들 당근만의 거래매너 튜토리얼을 클리어 해야 할 수 있는 제재를 만들거나 거래매너 온도가 아직 낮은 분들께는 거 전체 리뷰
255,저번에도 아무이유없이정지를 거의  달정도먹어는데  주일도안되서  일간 정지를 먹었습니다 왜정지가계속 먹어지죠  비하나욕설 등 안했는데 너무 억울합니다 제발정지좀 풀리게 해주세요 매너온도 너무 떨어져네요 
256,잘 쓰고 있습니다  그런데 핸드폰은 저장공간이 부족하여 태블릿에 앱을 다운로드 받아 사용하고 있는데요  자꾸 핸드폰번호 인증까지 하고 나면 동네인증을 할 수 없는 환경이라며 다시 인증하라고 뜨는데요  안되는 이유가 뭔가요  탭으로는 사용할 수 없는 앱인가요 
257,잘 사용하고 있습니다  그런데 위례동은 범위를 최소한으로 축소했을때 위례신도시를 구성하고 있는 송파 하남 성남 위례동이 기본으로 나오면 좋겠어요  아니면 동을 선택할 수 있게 하거나요  생활권이 다른 동들이 나와서 이용하기 불편한점이 좀 있어요 
258,무료드림 했을때 가지러 오기로 한 사람들 정말 너무할 정도로 약속 안지키고 심합니다 이런 거 개선 가능한 방법들이 마련됐으면 좋겠습니다 날짜를 갑자기 미루는 건 기본이고 가지러 온다고 해놓고 안오면서 채팅을 읽씹합니다  좋은 마음으로 필요한 사람에게 도움주려고 하는 무료드림이 너무 짜증나는 일이 됐습니다 돈 안내도 되니 부담이 적어서 그런 건 알지만 약속은 지켜야죠 선의로 선뜻 공짜로 주겠다는 사람은 뭐가 됩니까  이런 행동들 시스템적으로 제재할 수 있으면 좋겠습니다  페널티를 준다던지요 돈 내는 건      이지 전체 리뷰
259,다 좋은데 알림이  개가 왔다고 뜨더라구요  분명 들어갔을땐  개도 안온거같던데  하루만 확인안해도  개는 기본으로 쌓이고 실제로 앱에 들어가면 알림이나 채팅은 총합해서  개에서  개 사이입니다   계속 확인하기도 뭐하고  제폰이 이상한거일수도 있지만 폰바꾸기 전부터 그랬거든요 한번 확인해주세요
260,좋아요  근데 사기 위험 이 있다는게 사기에 대한 보안을 좀더 강화해주시면 좋을것 같아요
261,우연한 기회에 당근을 접하게 되었으나 너무 낮설어서 몇차례 지나쳐 버리다가 리스크를 감수하고 한번 들어 가 봤습니다 그런데 이게 그냥 여타 프랫폼이 아니구나 하는 것을 느끼게 되었습니다 너무도 재미 있고 잘 하면 용돈도 벌고 또 평상시 범 국민 운동으로 펼치고 싶었던 나의 웅지를 펼칠 수 있겠구나 하는 것을 요 또 내가 평상시 만들고 싶었던 프래폼이 이런 것 이구나 하는 것을 요 주의 사항도 읽히면서 런칭도 해 보고 동네창에 댓글도 올려 보고 한참 재미를 느끼던 참에 실망과 좌절을 느끼고 몇 번이고 탈퇴를 결심 했었습니다만  그러 전체 리뷰
262,당근마켓  진짜 편리하고 좋은 앱이에용 근데 프로필란에 자기소개 를 한줄정도 할수 있도록 해주시면 너무 좋을거같아요 예를 들어 몇개 이상 구매하시면 할인해드립니다나 몇일 뒤에 이사갑니다 같은 걸 적을수 있으면 좋겠는데 그런걸 적을 방법이 닉네임 뿐이니 좀 불편한것 같아요
263,당근마켓을 통한 첫 거래 및 구매 후 후기를 남겨 봅니다  우선 보기 편하고 사용 및 활용하기 편안한 플랫폼을 갖추고 있어 누구나 손 쉽게 이용할 수 있는 어플이라 생각이 듭니다  판매자와 구매자 사이에서 오해의 소지 없이 원하는 물품을 구할 수 있고  또한 필요성이 떨어진 물품을 필요로하는분께 양도할 수 있는 아이디어와 스마트제품의 산실이 당근마켓이라고 생각이 듭니다  앞으로도 많은 분들의 이용으로 좋은 입지쌓으시고 대한민국  등 어플로 더더욱 성장 해 나아가시길 바랍니다  좋은 어플 사용할 수 있게 해 주셔서 고맙습니다 전체 리뷰
264,안녕하세요  당근마켓 잘 이용하고 있습니다  다만 한가지 아쉬운점 문의드리려구요  소도시같은 경우 거래범위가 그렇게 넓지가 않아서 매물이 얼마없어요  거래범위  키로정도 더 늘릴수 있는 방안 검토해주실수있을까요   키로면 차로  분도 안걸리니깐요 
265,인증이 안되요 다시 할려고햐도 뒤로가기가 안되니 이용할수가 없습니다 개인정보만 자꾸 줄줄 새는것 같고 인증문자가 안와요 몇번을 다시 확인을 했는지  믈겅좀 판매하려다 이제 무슨일인지 
266,지역이 너무 제한적이라서 불편해요  좀 더 지역을 넓게 보고싶고 너무 멀어 구매 하거나 찜 할수 없는 게시글이 계속 뜨는 것도 불편하네요    택배 거래도 많은데 이 점들만 어떻게 고쳐주신다면 너무 좋을것 같네요   항상 잘 쓰고 있습니다  감사합니다  
267,잘사용하고 있는데 알바확인하는 게시판을 따로 만들어주셨으면해요  매번 찾기가 번거롭네요 
268,좋아요 조금씩 렉이 걸리네요 그건만 고쳐주시면 좋을것같네요 
269,동네 설정  개는 왜 있는거임 어차피 해당하는 동 근처 못가면 채팅도 못하는데 적어도 채팅은 되야 거래를 하지 시간 빼껴 가면서 그동네 가서 채팅하러 가야함  가는 도중 누가 거래 해버리면  채팅정도는 하게 하던지 아에 다른동네 기능은 빼버리세요 그림의 떡이라도 구경하란거야 뭐야
270,아무것도 한것도 없고 불법적으로 물건 사고 팔지도 않았는데 왜 정지인지 잘 모르겠어요 깔아놓고 사용도 안했는데 정지먹어서 당근 이용하지도 못해요   년 월 일까지 정지라네요  개선 부탁드려요 
271,판매자에 대한 배려가 전혀 없음 네고 안 받아줬다고 비매너 먹으면 그대로 정지 당해야 함
272,정말 유용하게 사용하고있는 앱입니다만 건의할게있습니다  연령인증을 도입하여 자신이 거래하고싶은 연령대와 피하고싶은 연령대의 범위를 정할수있으면 좋을것같습니다  초등학생들의 무리한 가격인하 요구와 무료나눔인데 택배로 보내달라는둥 터무니없는 찔러보기식 채팅이 부쩍늘어나는것같습니다  한번 고려해주시길 바랍니다 
273,잘 쓰고 있습니다  다만 검색기능이 불편하여 개선을 바랍니다  예   포켓몬  검색했을 때와  포켓몬스터  검색했을 때 검색결과가   완전히 다름  포켓몬을 검색했을 때에  포켓몬스터를 검색했을 때 나오는 결과가 모두 포함되길 바랍니다 
274,너무 좋은 어플 잘쓰고있어요 알뜰하게 살수있게 도와주는거같아요  제 생각인데 타지역 전국  물건들두 볼수있었으면 좋겠어요 때에 따라선 타지에 갈 일두 있구 필요한 물건이 사는동네 말고 타 도시에 있다면 감안하고 사러 갈수도 있잖아요 ㅎㅎ 전국 검색이나 지역별 검색 이런것두 고려해 보시구 추가해주시면 정말 좋을거같아요 감사합니다
275,지인이 허락없이 저의 폰으로 다른번호를 인증하다가 비정상적인 시도라는 이유로 막혔습니다  제 번호로 로그인하고자하며 다시는 이런일이 없도록 하고자 합니다  풀어주시면 감사하겠습니다 
276,아주 재미있습니다 사람들도 친절하구요 요즘 달까지 진상 안만나고 잘 거래 했습니다  근데 어떤분이 제게 필요없는 물건을 구하신다 하셔서 원하시는 가격에 팔겠다고 하고  분 가량 기다렸다가 이모티콘 보내려는데 차단이 되어있네요  차단 시스템이 좋은점도 있지만  그로 인해서 거래하는 사람이 기분이 나쁠 수 있습니다  더 기분나빴던 것은 저를 차단한 분땜에 기분이 매우 나쁜데 알림이 울려서 봤더니 활동알림이 와 있더라구요 근데 보니까 계정 기타사유로 신고되어서 정지되었다는거예요 저는 뭐 잘못한것도 없는데 왜 그 신고를 받아드리시는건 전체 리뷰
277,안녕하세요 저는 당근유저입니다 다 좋은데요 왜 딴 지역에서 물건을 구경하고 채팅을 보낼라고 하면 동네인증을 하라고 뜨나요 이 기능이 너무불편합니다   딴 동네것도인증을 안하고 채팅을 보내게 할수있으면 정말 별 개도 안아까운어플인데요 동네인증기능을 삭제해주시고 딴 지역에서도 채팅을 할수있게 제발 바꿔주세요 부탁드립니다 
278,중고물품을 가까운 곳에서 판매하게 되어서 너무 좋아요 
279,당근마켓 앱을 잘 사용하고 있는 유저입니다  한 가지 의견이 있어 이렇게 남깁니다  관심품목으로 지정할 때 카테고리 별로 저장할 수 있는 기능이 있으면 좋을 것 같아요  가끔 뒤죽박죽 섞여있는 관심목록을 보면 정리하고 싶어서요  편리한 앱 만들어주셔서 감사합니다 
280,거래완료 안보기도 좋은데 거래예약 상품 안보기도 생겼으면 좋겠어요  삽니다 게시물도 안보기도요  추가옵션 개선이 필요할 것 같네요 
281,좋은 의도로 시작하셨으나 일부 판매자들 때문에 속쓰린 경우가 있네요  제품에 문제 없다고 하고는 문제 속출  그리곤 나몰라라하는 판매자  톡에 잠수 타면 연락할 방법도 없고  답답함은 구매자 몫이네요 
282,안드로이드   운영체제 갤럭시 폴더 에서 검색 안되는 증상있습니다  빠른 개선 부탁드려요  문의하기도 안됩니다  그냥 검색의경우 로딩바만돌아가고 문의하기의 경우 하얀바탕에서 뜨질 않습니다 
283,저희 가족 전체가 당근 마켓을 쓰고 있는데  단점이 있다면 친구하기 같은 기능이 있나요  다른 사람과 알게되면서 친구 같은걸 하고 싶었는데  혹시 있다면 설명 좀여 없다면 생겼으면 좋겠어요  서로 거래나 톡을 하다가 친구가 될 수도 있는데 그렇다고 전화번호 같은 걸 섣불리 알려주기도 좀 그래서 
284,여러가지로 편리한 점이 많습니다  그러나 과외 클래스 항목에서 특정 과외 업자들이 같은 광고글을 하루에도 수차례 도배하여 소비자가 항목에 맞는 원하는 정보를 찾기 어려울 뿐더러 다른 개인 과외 광고를 하는 사람들의 글이 밑으로 묻히는 일이 있는데 이에 대한 조치가 필요하다고 생각됩니다  비단 과외 클래스 항목만의 문제가 아니라고 생각합니다  특정기간동안 광고글을 쓸 수 있는 횟수를 제한하던지  아니면 애초에 글 쓸 수 있는 횟수를  회 또는  회만 가능하게 하고 중고거래처럼 끌올 기능을 사용하게 하는 것도 괜찮은 방법인 것 같습니다 전체 리뷰
285,비매너 평가는 개선이 시급하네요  그냥 자기가 마음에 안들면 테러를 매일 하는거 같은데 아무것도 모르고 선량한 사람만 당하는데 이건 한사람이 한사람에게 한번만 평가 한 후 더이상은 못하게 제재하고 매번 모니터는 어려우실테니 무작위로 비매너평가를 남기는 회원의 개인횡포를 선별하여 경고나 불이익을 주어야 개선될듯요
286,멀쩡한 부분만 사진 한장 찍어놓고 양심 없이 쓰레기급 중고품을 파는 인간들이 너무 많음  파손 여부나  고장여부   이력  사진은  장 이내 강제로 전부 적을수 있도록 만들어야함 
287,아직도 몇달째 똑같은문제 개선이 안됨  반복게시글아니라고 미노출되면 일일이 고객센터글쓰러가야함  화딱질에 시간낭비에 정신병생길거같음 운영진분들 일안하세요 개선좀하라고요 오류라고 변명만하지마시고
288,안녕하세요 이번에 당근마켓 정지 먹었는데 대체 왜  먹었는지 이해가 안되네요  욕을 한 채팅이 없었는데 갑자기 욕으로 정지 처리되니깐 황당합니다  지금 약속도  개잡혔는데 하  누가 신고하고 어떤 내용으로 신고했는지 알 수 없을까요  그리고 제 정지도 풀기에 합당하다는게 증명되면 제발 풀어주세요 진짜 너무 억울하네요 
289,일방적인 신고로 정지 당해서 기분이 정말 바쁩니다 알람이 안 떠서 메신저 확인못한바람에 사기로 신고당하고 바로 정지시켜 놓고 고객센터 연락해봐도 답이 계속 안오고 처리 기다리다가 화가 나서 바로 앱 삭제했습니다  잘 쓰고 있는데 이번일로 정말 실망스럽네요 
290,제가 정말 애정하는 어플입니다  우선 당근 마켓이라는 이름과 캐릭터  마케팅이 너무 귀엽고 사기나 이상한 사람들을 잘 걸러줘서 일도 잘하시는듯 해요  그런데  채팅이 와서 답장하면 안읽거나 읽씹하는 사람이 다반수라 의견 내봅니다  대화방을 나가기와 다르게 방 안에 대화 완료 버튼이 있으면 좋을것 같아요  새규칙으로요  버튼을 누르지 않으면 몇분마다 알림이 울린다던지 말이죠   일 이상 읽지 않으면 경고를 주는걸로요 참고해주시면 좋을거 가타용 마지막으로  동네 생활  지도  동네 알바 모두 애용하고 있는데 이번에 생긴 무료 나눔 이벤 전체 리뷰
291,솔직히 다른건 다 좋습니다 시스템이나 이런것들에 대해서는  그런데 비매너 평가는 너무 주관적이다 못해 그냥 싫으면 다 체크하는 용도군요  새벽 늦게 연락해요  답장을 보내도 답이 없어요면 몰라도 불친절해요는 그냥 주관적 입장 아닌가요  제가 아무리 친절하게 하고 해도 불친절해요가 넘쳐납니다 제 지인도 그렇구요  대부분 물건 정보 물어보고 본인 마음에 들지 않아 거래하지 않겠다하면 제일 만만한 불친절해요를 누르죠  물론 실제로 그래서 도움이 될 수도 있습니다  그런데 대부분은 그냥 물건 거래안하거나 싫은 사람한테 비매너 평가를 누 전체 리뷰
292,거래 완료 후 글 수정및 삭제 못하도록 했으면 좋겠네요  아님 최소한 구매자한테는 계속 구매당시 화면으로 수정삭제 없이 쭉 보였으면 좋겠습니다 
293,생각보다 체계가 있어서 좋습니다  직거래가 좋은것 같아요
294,아껴쓰고 나눠쓰고 바뀌쓰고 다시쓰고 최고인듯 가까워서 더 좋아요 
295,당근마켓 아이디어는 좋은데 운영 머같이 하네 잘못된 신고로 정지 먹었길래 문의 남겼더니 오히려 정지기간만 늘린거같네 잘못도 없는데 허위신고로 정지먹고 정지기간이 얼마큼인지 알려주지도 않고 무작정 기다리라니 말이야 방구야 일주일 넘게 정지중인데 한달이 걸릴지  년이 걸릴지 영구적으로 못하게 되는건지 운영자 꼴리는데로 정하는건가 업자들은 잘만 하던데 참나 어이없다 별하나도아깝다
296,인증번호가 안 오네요 ㅎㅎ 계속 지웠다가 다운했는데 
297,저 정말 이용 잘 하고 있었는데 갑자기 부적합한 이용자라고 하고  계정 기타 사유로  년 정지시키고 진짜 짜증나네요  거래 정지 사유에 드는내용 다 확인했는데 그중에서 하나라도 어긴게 없었고 비매너 평가도 없었습니다  이에 대해서 문의 하니 해결해줄수 없다고 답변 왔고요 이유라도 알아야 하는거 아닌가요  이유도 없이 그냥 신고들어오면 무조건 정지시키고 진짜 가관이네요  언제나 영원한 중고거래앱  등은 없습니다  그  등 이런식으로 제대로 관리 안하시면 분명 내려오실겁니다 
298,전에 메일 온대로 비매너란을 확인했는데  없었습니다  재거래율 였고 온도는 도까지 갔었는데 왜 온도는  도일까요  아니 그리고 며칠이 지난지금은 들어가지지도 않습니다  제발 이점 고쳐주세요  다른폰은 잘만되는데 제폰만 그러네요  폰 바꾸기 전에도 이렇진 않았는데 
299,다 좋은데 왜 먼 구  대구 북구  대구 달서구 등등 에 올라온 게시물에는 채팅응 하려면 주소를 변경하고 동네인증을 해야 하는건가요  거주지가 만약 대구 달서구라도 몇 시간동안은 정기약속  학원 등등으로 다른 곳에 있을 수도 있는데 딱 필요한 물건이 글로 올라왔는데 채팅 자체가 불가능하면 너무 손해 아닌가요 
300,요새 너무 이상한 구매자도 많고 쓸데없이 딴지거는 사람도 많아지고 있네요 손도 부딪혀야 소리가 나는데 혼자서 매너 있게 하면 뭐합니까  온도 기준도 명확 하지도 않아 억울하게 온도도 깍이고 해당 허위사실 지울게 아니라 뭔가 체계적인게 생겼음 좋겠네요 
301,너무 실용적인 앱이네요  이상한사람 많을까봐 겁먹고 안했는데 실제거래해보니 좋았습니다 물론 매사에 조심할 필요는 있겠지만 좋은분들도 많다는걸 새삼 느낍니다 
302,어플을 사용하면서 물건을 사고팔고 할 수 있는게 너무 좋은데 제 상품에 관심 하트 버튼을 눌러주신 구매자 혹은 판매자분의 아이디를 모르는게 좀 아쉽네요 그냥 즐겨찾기만 해두고 눈팅 느낌의 찔러보기만 하시는 분들이 계신데 그런 불편함을 방지하고자 상품에 관심 버튼을 눌러주신 분의 아이디를 알면 직접 연락드릴 수 있어서 편하지 않을까 싶네요 추가되었으면 하는 기능입니다 그것 빼곤 너무 만족해요
303,안녕하세용  당근 너무너무잘 쓰고있습니다 다 좋지만 한가지 아쉬운점은 검색필터에 가격낮은순과 높은순이 있었으면 좋겠어요 감사합니다
304,사고 싶은 물건 저렴히 괜찮은 물건들이 많아 좋아요
305,카카오톡 다음으로 가장 중요한 어플이에요 ㅎ 너무 잘 쓰고 있는데 무료나눔을 원하는 사람들이 부쩍 늘어나서 조금 성질이 나용  무료나눔 구하는 것  뭐 삽니다 이런 건 당근마켓 요지에 안맞으니까 못하게끔 해주시면 좋겠어요   감사합니당
306,편리하고 좋아요 당근마켓에서 구매 할때마다 우리주변에 좋은분들이 많이 계시구나함을 느끼면서 저에게는 불필요한것일지라도 상태가 좋은것은 저가판매와 무료 나눔을 해야겠다는 생각이 듭니다 당근마켓 번창하시와요
307,다 좋은데 사용자 연령대 보여주는 기능 있으면 좋겠어요 학생분들은 더 싸게주고싶기도하고  가끔 늙으신분들 만나면 정말 반말 시전에 거래하기 싫을때가 많은데 직접만나니 안할수도없고 스트레스 받아서 사용하기 싫어요  매너온도 믿지 마십쇼  상대가  도 였는데  만원을  만원으로 깎고 만나자마자 창문열고 주차자리 봐달라고 반말로 소리치질않나 
308,앱 업데이트 이후 제 판매글이 조회수가 너무 안나와서 다른 폰으로 확인해보니 검색조차 안됩니다 이전에 쓴 판매글  끌올한 판매글  새로 쓴 판매글 전부 검색이 안되는데 이거 앱의 문제입니까  이정도면 이용제재급 상황인데 이유라도 설명해주시지요
309,중고거래하기 편하고 좋아요 좋은데 어떤것을 키워드로 알림설정을 해두면    아이폰   알림이 오는데 딴 사람이 같은 게시물을 지속적으로 삭제 후 재등록을 해서 알림을 여러번 울리게 해요  이게 빨리 팔려고 그러는듯한데 키워드 알림 설정해둔 사람한테는 엄청 피해가 되요 제가 이 신고항목을 지속적으로 요청봣지만 좀처럼 생길기미가 보이지도 않네요 뭐 키워드를 삭제하면된다고 하는분도 계신데 그러면 다른상품이 필요할때 검색하지않는이상 알수가없잖아요  제가 원하는 것을 위해 많은 희생은 필요없다고 봅니다  이것을 좀 제제를 해주시던 해 전체 리뷰
310,지역 거리 한정은 좋지 않다고 생각합니다 갖고싶은게 있어도 못 사고 특히나 저는 시골에 살아서 지역 범위를 넓혀도 달라지는건 없었습니다 특히나 도시에 인구가 몰려있어 시골은 아무리 지역을 넓힌다 해도 가까운 도시가 없으면 거래 자체가 불가능 할 것입니다 지역 범위를 전국으로 넓혀 주세요 안전하고 빠른거래도 좋지만 안전하고 빠른 거래 못 해보고 앱을 지우는 사람들도 많다는걸 생각해줬으면합니다 저는 비록 거래 한번 못 해보고 앱을 지우지만 언젠간 다시와서 확인해보겠습니다 제발 지역범위를 전국으로 넓혀주세요
311,당근마켓을 잘 쓰고 있습니다  그런데 같은 대전지역이면서 저랑 판매자랑 거리가 좀 멀다고 판매자 근처의 지역에서 지역인증을 하라고 구매채팅이 안되는데 이건 지역의 개념이 확실치 않는거 같네요  시내버스타면 다 갈 수 있는 곳인데 말이죠 이러한 부분은 확실히 해주셨으면 합니다
312,첫거래가 좋았습니당  다만 어플에서 검색 후 보고싶지 않은 상품을 제외시키는  도 있었으면 좋겠어요  또같은 상품을 오인해서 여러번 보기되네요 
